year inflation
1960 4.14177915090216
1961 2.15797310981959
1962 4.76619721905829
1963 2.87174034485769
1964 3.3876623108835
1965 5.01277129643832
1966 6.40480825348421
1967 4.28931922993324
1968 1.94312582473236
1969 2.69199458555702
1970 7.01635885100765
1971 7.39554113837636
1972 6.00738969862495
1973 6.71799739819353
1974 9.9117253011324
1975 9.77987398822574
1976 10.2492246529784
1977 11.4418051091076
1978 9.99526541717738
1979 7.20978617047807
1980 13.7063223649004
1981 12.1039385302599
1982 8.58918509047116
1983 8.87302152363218
1984 8.04424238994422
1985 7.37257458126244
1986 4.23591011089793
1987 4.18857151771367
1988 5.82489868439442
1989 6.44327587426601
1990 10.3665533879494
1991 9.44462732944187
1992 2.37436725111879
1993 4.72817304626055
1994 2.15813800724627
1995 2.45514857818396
1996 0.533131978766251
1997 0.658410256243524
1998 -0.267132668354967
1999 0.462175756339131
2000 0.899143734041743
2001 2.40595834145435
2002 2.15848213589263
2003 1.92565534892387
2004 0.373659828721796
2005 0.453170852576176
2006 1.36021468627688
2007 2.21216883436735
2008 3.43704910602875
2009 -0.494460544378046
2010 1.15798802715629
2011 2.96115073822139
2012 0.8883775069237
2013 -0.0442929701486557
2014 -0.17963849411465
2015 -0.0467847449832651
2016 0.984269244577978
2017 1.79449904665596
