year inflation
1963 1.2396694214876
1964 1.27891156462583
1965 1.58516926383669
1966 3.01507537688439
1967 2.77278562259307
1968 4.27179615288534
1969 5.4623862002875
1970 5.83825533848253
1971 4.29276668813045
1972 3.27227824655283
1973 6.17776006377041
1974 11.0548048048048
1975 9.14314686496534
1976 5.74481263549085
1977 6.50168399472839
1978 7.63096383885602
1979 11.2544711292795
1980 13.5492019749684
1981 10.3347153402771
1982 6.13142700027494
1983 3.21243523316063
1984 4.30053547523427
1985 3.54564415209369
1986 1.89804772234275
1987 3.66456321751691
1988 4.07774110744408
1989 4.82700303008949
1990 5.39795643990322
1991 4.23496396453853
1992 3.0288196781497
1993 2.95165696638554
1994 2.6074415921546
1995 2.80541968853655
1996 2.9312041999344
1997 2.33768993730741
1998 1.55227909874362
1999 2.18802719697358
2000 3.37685727149935
2001 2.82617111885402
2002 1.58603162650603
2003 2.27009497336113
2004 2.67723669309173
2005 3.39274684549547
2006 3.22594410070407
2007 2.85267248150136
2008 3.83910029665101
2009 -0.35554626629975
2010 1.64004344238989
2011 3.15684156862206
2012 2.06933726526059
2013 1.46483265562714
2014 1.62222297740821
2015 0.118627135552435
2016 1.26158320570537
2017 2.13011000365963
2018 2.44258329692818
2019 1.81221007526015
2020 1.23358439630637
2021 4.69785886363739
