ID Salary Experience Employed Education Gender Department
15 68425 2 25 12 M 4
117 43524 9 6 4 M 2
51 42492 5 7 4 F 4
9 29548 6 5 1 M 1
153 71811 2 25 12 M 4
176 44641 4 9 6 M 4
1 65487 0 27 12 F 4
54 25912 3 15 9 F 1
86 27612 6 0 2 F 2
184 29838 3 1 2 F 4
24 29876 0 2 3 F 2
8 32920 3 15 9 F 1
94 46477 3 20 4 M 4
96 55192 5 12 8 F 4
56 41854 2 6 6 M 4
125 35280 6 9 2 F 4
97 35162 5 7 4 F 4
4 54899 5 12 8 F 4
79 42610 6 9 2 F 4
167 41790 16 22 7 M 1
11 23654 0 0 0 F 3
110 39053 6 18 5 F 1
69 53834 5 14 6 F 4
155 36769 4 4 8 M 3
133 47602 5 15 6 M 3
152 35479 6 3 6 F 2
156 39729 6 18 5 F 1
124 48988 19 6 8 M 4
42 36571 1 6 4 M 2
59 44135 6 6 4 F 4
166 55084 6 18 6 M 4
5 34869 5 7 4 F 4
145 29934 1 5 0 M 4
3 32782 1 0 7 M 1
170 52081 19 6 8 M 4
150 42717 3 9 6 F 4
85 37465 4 9 4 F 2
83 47366 6 9 5 F 4
12 39331 3 9 6 F 4
164 38886 7 18 9 M 1
18 39828 6 18 5 F 1
60 36501 6 3 6 F 2
111 36780 5 6 2 M 4
135 56176 3 12 8 M 2
179 47727 5 15 6 M 3
134 36421 1 6 4 M 2
140 49570 3 20 4 M 4
84 48878 4 9 6 M 4
178 26590 6 0 2 F 2
20 37548 9 19 4 M 3
