ID Salary Experience Employed Education Gender Department
45 24749 2 6 0 F 1
69 53834 5 14 6 F 4
48 53807 3 20 4 M 4
89 57360 3 12 8 M 2
142 58285 5 12 8 F 4
162 29888 0 2 3 F 2
27 53234 0 25 6 M 3
182 31616 6 7 5 F 3
178 26590 6 0 2 F 2
103 23720 0 0 0 F 3
49 25774 1 0 7 M 1
6 35487 2 8 2 F 4
78 56318 19 6 8 M 4
144 38873 2 8 2 F 4
13 36512 6 6 4 F 4
179 47727 5 15 6 M 3
157 39873 5 6 2 M 4
168 38692 4 21 5 M 1
16 35468 5 9 4 F 2
76 31783 4 21 5 M 1
152 35479 6 3 6 F 2
54 25912 3 15 9 F 1
123 69539 3 22 10 M 4
5 34869 5 7 4 F 4
166 55084 6 18 6 M 4
75 34881 16 22 7 M 1
83 47366 6 9 5 F 4
46 26452 3 1 2 F 4
110 39053 6 18 5 F 1
92 34075 3 1 2 F 4
127 35924 4 6 4 M 4
43 56326 3 12 8 M 2
20 37548 9 19 4 M 3
153 71811 2 25 12 M 4
11 23654 0 0 0 F 3
91 17741 2 6 0 F 1
177 36443 4 9 4 F 2
181 56338 3 12 8 M 2
70 30910 0 2 3 F 2
8 32920 3 15 9 F 1
134 36421 1 6 4 M 2
106 35317 6 3 6 F 2
121 41114 16 22 7 M 1
143 38255 5 7 4 F 4
7 26548 1 5 0 M 4
73 53205 0 25 6 M 3
141 32683 1 0 7 M 1
114 34925 4 5 4 M 4
61 76048 2 25 12 M 4
39 36431 4 9 4 F 2
