ID Salary Experience Employed Education Gender Department
15 68425 2 25 12 M 4
183 24650 2 6 0 F 1
181 56338 3 12 8 M 2
77 76869 3 22 10 M 4
27 53234 0 25 6 M 3
122 38016 4 21 5 M 1
131 36281 4 9 4 F 2
148 37617 2 6 6 M 4
53 34171 1 5 0 M 4
110 39053 6 18 5 F 1
89 57360 3 12 8 M 2
103 23720 0 0 0 F 3
41 47536 5 15 6 M 3
52 43110 2 8 2 F 4
153 71811 2 25 12 M 4
104 39624 3 9 6 F 4
85 37465 4 9 4 F 2
24 29876 0 2 3 F 2
56 41854 2 6 6 M 4
156 39729 6 18 5 F 1
11 23654 0 0 0 F 3
83 47366 6 9 5 F 4
117 43524 9 6 4 M 2
140 49570 3 20 4 M 4
30 38791 4 21 5 M 1
99 26841 1 5 0 M 4
17 36578 4 4 8 M 3
121 41114 16 22 7 M 1
35 35631 4 6 4 M 4
177 36443 4 9 4 F 2
55 22540 6 5 1 M 1
25 43674 9 6 4 M 2
81 43254 4 6 4 M 4
171 38373 6 9 2 F 4
118 38210 7 18 9 M 1
19 36487 5 6 2 M 4
38 41255 4 9 6 M 4
63 36549 4 4 8 M 3
33 34987 6 9 2 F 4
31 69246 3 22 10 M 4
94 46477 3 20 4 M 4
80 21977 1 0 4 F 1
51 42492 5 7 4 F 4
155 36769 4 4 8 M 3
108 35318 5 9 4 F 2
173 39017 4 6 4 M 4
114 34925 4 5 4 M 4
132 26428 6 0 2 F 2
116 29726 0 2 3 F 2
93 65780 0 27 12 F 4
