ID Salary Experience Employed Education Gender Department
77 76869 3 22 10 M 4
15 68425 2 25 12 M 4
34 28985 1 0 4 F 1
5 34869 5 7 4 F 4
117 43524 9 6 4 M 2
183 24650 2 6 0 F 1
162 29888 0 2 3 F 2
42 36571 1 6 4 M 2
155 36769 4 4 8 M 3
51 42492 5 7 4 F 4
37 39743 6 9 5 F 4
92 34075 3 1 2 F 4
124 48988 19 6 8 M 4
41 47536 5 15 6 M 3
60 36501 6 3 6 F 2
156 39729 6 18 5 F 1
131 36281 4 9 4 F 2
138 26745 3 1 2 F 4
78 56318 19 6 8 M 4
35 35631 4 6 4 M 4
12 39331 3 9 6 F 4
22 34632 4 5 4 M 4
137 23974 2 6 0 F 1
87 47507 5 15 6 M 3
130 41548 4 9 6 M 4
128 54745 3 20 6 F 3
86 27612 6 0 2 F 2
43 56326 3 12 8 M 2
93 65780 0 27 12 F 4
141 32683 1 0 7 M 1
31 69246 3 22 10 M 4
28 51698 6 18 6 M 4
161 49597 5 14 6 F 4
73 53205 0 25 6 M 3
104 39624 3 9 6 F 4
170 52081 19 6 8 M 4
44 31425 6 7 5 F 3
99 26841 1 5 0 M 4
55 22540 6 5 1 M 1
139 68873 0 27 12 F 4
83 47366 6 9 5 F 4
148 37617 2 6 6 M 4
119 53300 0 25 6 M 3
132 26428 6 0 2 F 2
181 56338 3 12 8 M 2
47 73110 0 27 12 F 4
58 46954 3 9 6 F 4
71 44708 9 6 4 M 2
62 36502 5 9 4 F 2
142 58285 5 12 8 F 4
