ID Salary Experience Employed Education Gender Department
134 36421 1 6 4 M 2
79 42610 6 9 2 F 4
130 41548 4 9 6 M 4
163 43686 9 6 4 M 2
15 68425 2 25 12 M 4
178 26590 6 0 2 F 2
11 23654 0 0 0 F 3
25 43674 9 6 4 M 2
8 32920 3 15 9 F 1
88 37605 1 6 4 M 2
51 42492 5 7 4 F 4
47 73110 0 27 12 F 4
168 38692 4 21 5 M 1
87 47507 5 15 6 M 3
71 44708 9 6 4 M 2
121 41114 16 22 7 M 1
44 31425 6 7 5 F 3
39 36431 4 9 4 F 2
120 51991 6 18 6 M 4
94 46477 3 20 4 M 4
19 36487 5 6 2 M 4
183 24650 2 6 0 F 1
28 51698 6 18 6 M 4
150 42717 3 9 6 F 4
169 72632 3 22 10 M 4
98 35780 2 8 2 F 4
93 65780 0 27 12 F 4
77 76869 3 22 10 M 4
132 26428 6 0 2 F 2
3 32782 1 0 7 M 1
35 35631 4 6 4 M 4
179 47727 5 15 6 M 3
127 35924 4 6 4 M 4
119 53300 0 25 6 M 3
176 44641 4 9 6 M 4
180 36583 1 6 4 M 2
139 68873 0 27 12 F 4
75 34881 16 22 7 M 1
152 35479 6 3 6 F 2
143 38255 5 7 4 F 4
142 58285 5 12 8 F 4
171 38373 6 9 2 F 4
62 36502 5 9 4 F 2
145 29934 1 5 0 M 4
63 36549 4 4 8 M 3
65 44110 5 6 2 M 4
26 38985 7 18 9 M 1
96 55192 5 12 8 F 4
1 65487 0 27 12 F 4
122 38016 4 21 5 M 1
