ID Salary Experience Employed Education Gender Department
17 36578 4 4 8 M 3
143 38255 5 7 4 F 4
112 37614 9 19 4 M 3
176 44641 4 9 6 M 4
178 26590 6 0 2 F 2
115 46504 5 14 6 F 4
155 36769 4 4 8 M 3
14 35467 6 3 6 F 2
41 47536 5 15 6 M 3
39 36431 4 9 4 F 2
107 68718 2 25 12 M 4
161 49597 5 14 6 F 4
33 34987 6 9 2 F 4
145 29934 1 5 0 M 4
169 72632 3 22 10 M 4
171 38373 6 9 2 F 4
124 48988 19 6 8 M 4
168 38692 4 21 5 M 1
73 53205 0 25 6 M 3
173 39017 4 6 4 M 4
101 28773 6 5 1 M 1
134 36421 1 6 4 M 2
72 31977 7 18 9 M 1
30 38791 4 21 5 M 1
32 48695 19 6 8 M 4
54 25912 3 15 9 F 1
147 29449 6 5 1 M 1
151 39898 6 6 4 F 4
179 47727 5 15 6 M 3
109 36644 4 4 8 M 3
177 36443 4 9 4 F 2
53 34171 1 5 0 M 4
182 31616 6 7 5 F 3
123 69539 3 22 10 M 4
81 43254 4 6 4 M 4
181 56338 3 12 8 M 2
144 38873 2 8 2 F 4
95 32007 1 0 7 M 1
6 35487 2 8 2 F 4
70 30910 0 2 3 F 2
94 46477 3 20 4 M 4
104 39624 3 9 6 F 4
79 42610 6 9 2 F 4
38 41255 4 9 6 M 4
28 51698 6 18 6 M 4
83 47366 6 9 5 F 4
152 35479 6 3 6 F 2
80 21977 1 0 4 F 1
117 43524 9 6 4 M 2
166 55084 6 18 6 M 4
