ID Salary Experience Employed Education Gender Department
102 34524 2 6 6 M 4
35 35631 4 6 4 M 4
11 23654 0 0 0 F 3
104 39624 3 9 6 F 4
49 25774 1 0 7 M 1
72 31977 7 18 9 M 1
28 51698 6 18 6 M 4
91 17741 2 6 0 F 1
31 69246 3 22 10 M 4
145 29934 1 5 0 M 4
70 30910 0 2 3 F 2
152 35479 6 3 6 F 2
89 57360 3 12 8 M 2
181 56338 3 12 8 M 2
160 38018 4 5 4 M 4
149 23845 0 0 0 F 3
29 41889 16 22 7 M 1
99 26841 1 5 0 M 4
46 26452 3 1 2 F 4
18 39828 6 18 5 F 1
159 31429 11 3 3 M 1
131 36281 4 9 4 F 2
98 35780 2 8 2 F 4
45 24749 2 6 0 F 1
141 32683 1 0 7 M 1
20 37548 9 19 4 M 3
94 46477 3 20 4 M 4
107 68718 2 25 12 M 4
180 36583 1 6 4 M 2
97 35162 5 7 4 F 4
69 53834 5 14 6 F 4
118 38210 7 18 9 M 1
110 39053 6 18 5 F 1
134 36421 1 6 4 M 2
25 43674 9 6 4 M 2
12 39331 3 9 6 F 4
15 68425 2 25 12 M 4
150 42717 3 9 6 F 4
90 31396 6 7 5 F 3
61 76048 2 25 12 M 4
114 34925 4 5 4 M 4
93 65780 0 27 12 F 4
52 43110 2 8 2 F 4
67 24520 11 3 3 M 1
66 37519 9 19 4 M 3
153 71811 2 25 12 M 4
128 54745 3 20 6 F 3
24 29876 0 2 3 F 2
166 55084 6 18 6 M 4
96 55192 5 12 8 F 4
