ID Salary Experience Employed Education Gender Department
158 37739 9 19 4 M 3
44 31425 6 7 5 F 3
137 23974 2 6 0 F 1
127 35924 4 6 4 M 4
6 35487 2 8 2 F 4
92 34075 3 1 2 F 4
167 41790 16 22 7 M 1
96 55192 5 12 8 F 4
79 42610 6 9 2 F 4
103 23720 0 0 0 F 3
175 43129 6 9 5 F 4
143 38255 5 7 4 F 4
116 29726 0 2 3 F 2
15 68425 2 25 12 M 4
180 36583 1 6 4 M 2
62 36502 5 9 4 F 2
37 39743 6 9 5 F 4
86 27612 6 0 2 F 2
9 29548 6 5 1 M 1
142 58285 5 12 8 F 4
90 31396 6 7 5 F 3
65 44110 5 6 2 M 4
17 36578 4 4 8 M 3
3 32782 1 0 7 M 1
100 32145 3 15 9 F 1
111 36780 5 6 2 M 4
123 69539 3 22 10 M 4
112 37614 9 19 4 M 3
34 28985 1 0 4 F 1
78 56318 19 6 8 M 4
122 38016 4 21 5 M 1
173 39017 4 6 4 M 4
165 53425 0 25 6 M 3
98 35780 2 8 2 F 4
69 53834 5 14 6 F 4
176 44641 4 9 6 M 4
57 23625 0 0 0 F 3
130 41548 4 9 6 M 4
94 46477 3 20 4 M 4
30 38791 4 21 5 M 1
178 26590 6 0 2 F 2
172 28886 1 0 4 F 1
184 29838 3 1 2 F 4
75 34881 16 22 7 M 1
108 35318 5 9 4 F 2
147 29449 6 5 1 M 1
8 32920 3 15 9 F 1
171 38373 6 9 2 F 4
22 34632 4 5 4 M 4
12 39331 3 9 6 F 4
