ID Salary Experience Employed Education Gender Department
1 65487 0 27 12 F 4
6 35487 2 8 2 F 4
122 38016 4 21 5 M 1
105 36805 6 6 4 F 4
81 43254 4 6 4 M 4
136 31491 6 7 5 F 3
5 34869 5 7 4 F 4
154 35480 5 9 4 F 2
29 41889 16 22 7 M 1
67 24520 11 3 3 M 1
109 36644 4 4 8 M 3
87 47507 5 15 6 M 3
66 37519 9 19 4 M 3
114 34925 4 5 4 M 4
16 35468 5 9 4 F 2
126 28210 1 0 4 F 1
137 23974 2 6 0 F 1
166 55084 6 18 6 M 4
34 28985 1 0 4 F 1
118 38210 7 18 9 M 1
36 54679 3 20 6 F 3
116 29726 0 2 3 F 2
45 24749 2 6 0 F 1
35 35631 4 6 4 M 4
96 55192 5 12 8 F 4
28 51698 6 18 6 M 4
33 34987 6 9 2 F 4
138 26745 3 1 2 F 4
163 43686 9 6 4 M 2
14 35467 6 3 6 F 2
75 34881 16 22 7 M 1
147 29449 6 5 1 M 1
171 38373 6 9 2 F 4
99 26841 1 5 0 M 4
63 36549 4 4 8 M 3
90 31396 6 7 5 F 3
140 49570 3 20 4 M 4
142 58285 5 12 8 F 4
38 41255 4 9 6 M 4
123 69539 3 22 10 M 4
107 68718 2 25 12 M 4
97 35162 5 7 4 F 4
117 43524 9 6 4 M 2
153 71811 2 25 12 M 4
10 34231 2 6 6 M 4
2 46184 3 20 4 M 4
95 32007 1 0 7 M 1
170 52081 19 6 8 M 4
157 39873 5 6 2 M 4
60 36501 6 3 6 F 2
