ID Salary Experience Employed Education Gender Department
92 34075 3 1 2 F 4
95 32007 1 0 7 M 1
13 36512 6 6 4 F 4
64 32820 6 18 5 F 1
151 39898 6 6 4 F 4
154 35480 5 9 4 F 2
143 38255 5 7 4 F 4
90 31396 6 7 5 F 3
165 53425 0 25 6 M 3
72 31977 7 18 9 M 1
108 35318 5 9 4 F 2
63 36549 4 4 8 M 3
137 23974 2 6 0 F 1
120 51991 6 18 6 M 4
167 41790 16 22 7 M 1
69 53834 5 14 6 F 4
96 55192 5 12 8 F 4
44 31425 6 7 5 F 3
17 36578 4 4 8 M 3
166 55084 6 18 6 M 4
80 21977 1 0 4 F 1
170 52081 19 6 8 M 4
162 29888 0 2 3 F 2
36 54679 3 20 6 F 3
115 46504 5 14 6 F 4
181 56338 3 12 8 M 2
1 65487 0 27 12 F 4
118 38210 7 18 9 M 1
34 28985 1 0 4 F 1
42 36571 1 6 4 M 2
116 29726 0 2 3 F 2
126 28210 1 0 4 F 1
164 38886 7 18 9 M 1
145 29934 1 5 0 M 4
131 36281 4 9 4 F 2
147 29449 6 5 1 M 1
128 54745 3 20 6 F 3
172 28886 1 0 4 F 1
104 39624 3 9 6 F 4
66 37519 9 19 4 M 3
161 49597 5 14 6 F 4
37 39743 6 9 5 F 4
160 38018 4 5 4 M 4
25 43674 9 6 4 M 2
41 47536 5 15 6 M 3
50 62522 5 12 8 F 4
159 31429 11 3 3 M 1
30 38791 4 21 5 M 1
123 69539 3 22 10 M 4
77 76869 3 22 10 M 4
