ID Salary Experience Employed Education Gender Department
117 43524 9 6 4 M 2
73 53205 0 25 6 M 3
118 38210 7 18 9 M 1
106 35317 6 3 6 F 2
171 38373 6 9 2 F 4
32 48695 19 6 8 M 4
90 31396 6 7 5 F 3
141 32683 1 0 7 M 1
179 47727 5 15 6 M 3
93 65780 0 27 12 F 4
42 36571 1 6 4 M 2
26 38985 7 18 9 M 1
164 38886 7 18 9 M 1
155 36769 4 4 8 M 3
2 46184 3 20 4 M 4
152 35479 6 3 6 F 2
61 76048 2 25 12 M 4
9 29548 6 5 1 M 1
23 46211 5 14 6 F 4
84 48878 4 9 6 M 4
159 31429 11 3 3 M 1
96 55192 5 12 8 F 4
3 32782 1 0 7 M 1
125 35280 6 9 2 F 4
154 35480 5 9 4 F 2
112 37614 9 19 4 M 3
83 47366 6 9 5 F 4
7 26548 1 5 0 M 4
39 36431 4 9 4 F 2
124 48988 19 6 8 M 4
146 32821 3 15 9 F 1
157 39873 5 6 2 M 4
76 31783 4 21 5 M 1
66 37519 9 19 4 M 3
31 69246 3 22 10 M 4
60 36501 6 3 6 F 2
148 37617 2 6 6 M 4
169 72632 3 22 10 M 4
162 29888 0 2 3 F 2
184 29838 3 1 2 F 4
166 55084 6 18 6 M 4
87 47507 5 15 6 M 3
98 35780 2 8 2 F 4
122 38016 4 21 5 M 1
58 46954 3 9 6 F 4
6 35487 2 8 2 F 4
137 23974 2 6 0 F 1
16 35468 5 9 4 F 2
11 23654 0 0 0 F 3
33 34987 6 9 2 F 4
