ID Salary Experience Employed Education Gender Department
108 35318 5 9 4 F 2
161 49597 5 14 6 F 4
128 54745 3 20 6 F 3
180 36583 1 6 4 M 2
140 49570 3 20 4 M 4
169 72632 3 22 10 M 4
96 55192 5 12 8 F 4
52 43110 2 8 2 F 4
6 35487 2 8 2 F 4
101 28773 6 5 1 M 1
109 36644 4 4 8 M 3
165 53425 0 25 6 M 3
117 43524 9 6 4 M 2
39 36431 4 9 4 F 2
167 41790 16 22 7 M 1
59 44135 6 6 4 F 4
16 35468 5 9 4 F 2
33 34987 6 9 2 F 4
182 31616 6 7 5 F 3
99 26841 1 5 0 M 4
120 51991 6 18 6 M 4
134 36421 1 6 4 M 2
146 32821 3 15 9 F 1
175 43129 6 9 5 F 4
68 42255 4 5 4 M 4
47 73110 0 27 12 F 4
143 38255 5 7 4 F 4
125 35280 6 9 2 F 4
177 36443 4 9 4 F 2
119 53300 0 25 6 M 3
100 32145 3 15 9 F 1
37 39743 6 9 5 F 4
154 35480 5 9 4 F 2
74 59321 6 18 6 M 4
168 38692 4 21 5 M 1
57 23625 0 0 0 F 3
58 46954 3 9 6 F 4
9 29548 6 5 1 M 1
107 68718 2 25 12 M 4
105 36805 6 6 4 F 4
24 29876 0 2 3 F 2
94 46477 3 20 4 M 4
44 31425 6 7 5 F 3
90 31396 6 7 5 F 3
139 68873 0 27 12 F 4
87 47507 5 15 6 M 3
43 56326 3 12 8 M 2
3 32782 1 0 7 M 1
10 34231 2 6 6 M 4
85 37465 4 9 4 F 2
