ID Salary Experience Employed Education Gender Department
41 47536 5 15 6 M 3
77 76869 3 22 10 M 4
16 35468 5 9 4 F 2
52 43110 2 8 2 F 4
76 31783 4 21 5 M 1
48 53807 3 20 4 M 4
70 30910 0 2 3 F 2
89 57360 3 12 8 M 2
170 52081 19 6 8 M 4
178 26590 6 0 2 F 2
148 37617 2 6 6 M 4
35 35631 4 6 4 M 4
160 38018 4 5 4 M 4
174 54870 3 20 6 F 3
66 37519 9 19 4 M 3
143 38255 5 7 4 F 4
34 28985 1 0 4 F 1
149 23845 0 0 0 F 3
92 34075 3 1 2 F 4
5 34869 5 7 4 F 4
181 56338 3 12 8 M 2
180 36583 1 6 4 M 2
55 22540 6 5 1 M 1
118 38210 7 18 9 M 1
142 58285 5 12 8 F 4
93 65780 0 27 12 F 4
15 68425 2 25 12 M 4
109 36644 4 4 8 M 3
102 34524 2 6 6 M 4
67 24520 11 3 3 M 1
104 39624 3 9 6 F 4
61 76048 2 25 12 M 4
4 54899 5 12 8 F 4
166 55084 6 18 6 M 4
45 24749 2 6 0 F 1
120 51991 6 18 6 M 4
1 65487 0 27 12 F 4
155 36769 4 4 8 M 3
68 42255 4 5 4 M 4
139 68873 0 27 12 F 4
84 48878 4 9 6 M 4
33 34987 6 9 2 F 4
153 71811 2 25 12 M 4
131 36281 4 9 4 F 2
98 35780 2 8 2 F 4
145 29934 1 5 0 M 4
90 31396 6 7 5 F 3
96 55192 5 12 8 F 4
9 29548 6 5 1 M 1
103 23720 0 0 0 F 3
