ID Salary Experience Employed Education Gender Department
174 54870 3 20 6 F 3
142 58285 5 12 8 F 4
65 44110 5 6 2 M 4
10 34231 2 6 6 M 4
116 29726 0 2 3 F 2
153 71811 2 25 12 M 4
7 26548 1 5 0 M 4
42 36571 1 6 4 M 2
63 36549 4 4 8 M 3
55 22540 6 5 1 M 1
26 38985 7 18 9 M 1
15 68425 2 25 12 M 4
150 42717 3 9 6 F 4
37 39743 6 9 5 F 4
103 23720 0 0 0 F 3
21 31528 11 3 3 M 1
172 28886 1 0 4 F 1
1 65487 0 27 12 F 4
162 29888 0 2 3 F 2
39 36431 4 9 4 F 2
46 26452 3 1 2 F 4
91 17741 2 6 0 F 1
96 55192 5 12 8 F 4
156 39729 6 18 5 F 1
4 54899 5 12 8 F 4
67 24520 11 3 3 M 1
114 34925 4 5 4 M 4
147 29449 6 5 1 M 1
41 47536 5 15 6 M 3
160 38018 4 5 4 M 4
75 34881 16 22 7 M 1
170 52081 19 6 8 M 4
71 44708 9 6 4 M 2
177 36443 4 9 4 F 2
8 32920 3 15 9 F 1
129 40036 6 9 5 F 4
137 23974 2 6 0 F 1
30 38791 4 21 5 M 1
5 34869 5 7 4 F 4
34 28985 1 0 4 F 1
11 23654 0 0 0 F 3
118 38210 7 18 9 M 1
13 36512 6 6 4 F 4
3 32782 1 0 7 M 1
54 25912 3 15 9 F 1
144 38873 2 8 2 F 4
28 51698 6 18 6 M 4
140 49570 3 20 4 M 4
58 46954 3 9 6 F 4
146 32821 3 15 9 F 1
