ID Salary Experience Employed Education Gender Department
147 29449 6 5 1 M 1
25 43674 9 6 4 M 2
160 38018 4 5 4 M 4
131 36281 4 9 4 F 2
64 32820 6 18 5 F 1
149 23845 0 0 0 F 3
103 23720 0 0 0 F 3
153 71811 2 25 12 M 4
126 28210 1 0 4 F 1
164 38886 7 18 9 M 1
111 36780 5 6 2 M 4
52 43110 2 8 2 F 4
45 24749 2 6 0 F 1
161 49597 5 14 6 F 4
11 23654 0 0 0 F 3
91 17741 2 6 0 F 1
43 56326 3 12 8 M 2
123 69539 3 22 10 M 4
44 31425 6 7 5 F 3
128 54745 3 20 6 F 3
157 39873 5 6 2 M 4
39 36431 4 9 4 F 2
178 26590 6 0 2 F 2
171 38373 6 9 2 F 4
121 41114 16 22 7 M 1
60 36501 6 3 6 F 2
148 37617 2 6 6 M 4
95 32007 1 0 7 M 1
19 36487 5 6 2 M 4
41 47536 5 15 6 M 3
102 34524 2 6 6 M 4
75 34881 16 22 7 M 1
105 36805 6 6 4 F 4
42 36571 1 6 4 M 2
154 35480 5 9 4 F 2
31 69246 3 22 10 M 4
12 39331 3 9 6 F 4
29 41889 16 22 7 M 1
179 47727 5 15 6 M 3
172 28886 1 0 4 F 1
61 76048 2 25 12 M 4
1 65487 0 27 12 F 4
32 48695 19 6 8 M 4
137 23974 2 6 0 F 1
100 32145 3 15 9 F 1
40 26578 6 0 2 F 2
57 23625 0 0 0 F 3
62 36502 5 9 4 F 2
63 36549 4 4 8 M 3
5 34869 5 7 4 F 4
