ID Salary Experience Employed Education Gender Department
26 38985 7 18 9 M 1
25 43674 9 6 4 M 2
161 49597 5 14 6 F 4
113 30753 11 3 3 M 1
105 36805 6 6 4 F 4
65 44110 5 6 2 M 4
101 28773 6 5 1 M 1
23 46211 5 14 6 F 4
115 46504 5 14 6 F 4
166 55084 6 18 6 M 4
20 37548 9 19 4 M 3
104 39624 3 9 6 F 4
68 42255 4 5 4 M 4
27 53234 0 25 6 M 3
103 23720 0 0 0 F 3
183 24650 2 6 0 F 1
122 38016 4 21 5 M 1
92 34075 3 1 2 F 4
107 68718 2 25 12 M 4
63 36549 4 4 8 M 3
45 24749 2 6 0 F 1
89 57360 3 12 8 M 2
39 36431 4 9 4 F 2
160 38018 4 5 4 M 4
93 65780 0 27 12 F 4
59 44135 6 6 4 F 4
70 30910 0 2 3 F 2
151 39898 6 6 4 F 4
143 38255 5 7 4 F 4
44 31425 6 7 5 F 3
126 28210 1 0 4 F 1
140 49570 3 20 4 M 4
29 41889 16 22 7 M 1
173 39017 4 6 4 M 4
136 31491 6 7 5 F 3
112 37614 9 19 4 M 3
35 35631 4 6 4 M 4
53 34171 1 5 0 M 4
66 37519 9 19 4 M 3
48 53807 3 20 4 M 4
137 23974 2 6 0 F 1
125 35280 6 9 2 F 4
150 42717 3 9 6 F 4
147 29449 6 5 1 M 1
2 46184 3 20 4 M 4
15 68425 2 25 12 M 4
10 34231 2 6 6 M 4
32 48695 19 6 8 M 4
159 31429 11 3 3 M 1
16 35468 5 9 4 F 2
