ID Salary Experience Employed Education Gender Department
47 73110 0 27 12 F 4
152 35479 6 3 6 F 2
137 23974 2 6 0 F 1
181 56338 3 12 8 M 2
129 40036 6 9 5 F 4
34 28985 1 0 4 F 1
27 53234 0 25 6 M 3
28 51698 6 18 6 M 4
57 23625 0 0 0 F 3
132 26428 6 0 2 F 2
87 47507 5 15 6 M 3
124 48988 19 6 8 M 4
77 76869 3 22 10 M 4
177 36443 4 9 4 F 2
95 32007 1 0 7 M 1
135 56176 3 12 8 M 2
168 38692 4 21 5 M 1
164 38886 7 18 9 M 1
64 32820 6 18 5 F 1
38 41255 4 9 6 M 4
97 35162 5 7 4 F 4
76 31783 4 21 5 M 1
89 57360 3 12 8 M 2
69 53834 5 14 6 F 4
16 35468 5 9 4 F 2
175 43129 6 9 5 F 4
113 30753 11 3 3 M 1
161 49597 5 14 6 F 4
2 46184 3 20 4 M 4
107 68718 2 25 12 M 4
140 49570 3 20 4 M 4
61 76048 2 25 12 M 4
91 17741 2 6 0 F 1
33 34987 6 9 2 F 4
49 25774 1 0 7 M 1
13 36512 6 6 4 F 4
20 37548 9 19 4 M 3
146 32821 3 15 9 F 1
15 68425 2 25 12 M 4
29 41889 16 22 7 M 1
99 26841 1 5 0 M 4
156 39729 6 18 5 F 1
171 38373 6 9 2 F 4
55 22540 6 5 1 M 1
59 44135 6 6 4 F 4
153 71811 2 25 12 M 4
40 26578 6 0 2 F 2
72 31977 7 18 9 M 1
183 24650 2 6 0 F 1
109 36644 4 4 8 M 3
