ID Salary Experience Employed Education Gender Department
106 35317 6 3 6 F 2
151 39898 6 6 4 F 4
53 34171 1 5 0 M 4
161 49597 5 14 6 F 4
100 32145 3 15 9 F 1
158 37739 9 19 4 M 3
61 76048 2 25 12 M 4
85 37465 4 9 4 F 2
132 26428 6 0 2 F 2
44 31425 6 7 5 F 3
98 35780 2 8 2 F 4
11 23654 0 0 0 F 3
24 29876 0 2 3 F 2
112 37614 9 19 4 M 3
83 47366 6 9 5 F 4
142 58285 5 12 8 F 4
48 53807 3 20 4 M 4
9 29548 6 5 1 M 1
15 68425 2 25 12 M 4
97 35162 5 7 4 F 4
164 38886 7 18 9 M 1
167 41790 16 22 7 M 1
43 56326 3 12 8 M 2
148 37617 2 6 6 M 4
2 46184 3 20 4 M 4
64 32820 6 18 5 F 1
109 36644 4 4 8 M 3
168 38692 4 21 5 M 1
23 46211 5 14 6 F 4
138 26745 3 1 2 F 4
124 48988 19 6 8 M 4
110 39053 6 18 5 F 1
10 34231 2 6 6 M 4
180 36583 1 6 4 M 2
174 54870 3 20 6 F 3
62 36502 5 9 4 F 2
1 65487 0 27 12 F 4
178 26590 6 0 2 F 2
49 25774 1 0 7 M 1
59 44135 6 6 4 F 4
8 32920 3 15 9 F 1
184 29838 3 1 2 F 4
50 62522 5 12 8 F 4
121 41114 16 22 7 M 1
60 36501 6 3 6 F 2
170 52081 19 6 8 M 4
52 43110 2 8 2 F 4
57 23625 0 0 0 F 3
73 53205 0 25 6 M 3
79 42610 6 9 2 F 4
