ID Salary Experience Employed Education Gender Department
55 22540 6 5 1 M 1
82 54650 3 20 6 F 3
152 35479 6 3 6 F 2
4 54899 5 12 8 F 4
94 46477 3 20 4 M 4
129 40036 6 9 5 F 4
142 58285 5 12 8 F 4
14 35467 6 3 6 F 2
33 34987 6 9 2 F 4
178 26590 6 0 2 F 2
64 32820 6 18 5 F 1
133 47602 5 15 6 M 3
51 42492 5 7 4 F 4
169 72632 3 22 10 M 4
63 36549 4 4 8 M 3
131 36281 4 9 4 F 2
138 26745 3 1 2 F 4
148 37617 2 6 6 M 4
180 36583 1 6 4 M 2
69 53834 5 14 6 F 4
21 31528 11 3 3 M 1
102 34524 2 6 6 M 4
16 35468 5 9 4 F 2
35 35631 4 6 4 M 4
105 36805 6 6 4 F 4
111 36780 5 6 2 M 4
182 31616 6 7 5 F 3
44 31425 6 7 5 F 3
48 53807 3 20 4 M 4
153 71811 2 25 12 M 4
128 54745 3 20 6 F 3
132 26428 6 0 2 F 2
100 32145 3 15 9 F 1
92 34075 3 1 2 F 4
150 42717 3 9 6 F 4
78 56318 19 6 8 M 4
61 76048 2 25 12 M 4
106 35317 6 3 6 F 2
149 23845 0 0 0 F 3
80 21977 1 0 4 F 1
113 30753 11 3 3 M 1
156 39729 6 18 5 F 1
155 36769 4 4 8 M 3
107 68718 2 25 12 M 4
9 29548 6 5 1 M 1
136 31491 6 7 5 F 3
71 44708 9 6 4 M 2
42 36571 1 6 4 M 2
174 54870 3 20 6 F 3
73 53205 0 25 6 M 3
