ID Salary Experience Employed Education Gender Department
152 35479 6 3 6 F 2
21 31528 11 3 3 M 1
17 36578 4 4 8 M 3
92 34075 3 1 2 F 4
112 37614 9 19 4 M 3
62 36502 5 9 4 F 2
57 23625 0 0 0 F 3
30 38791 4 21 5 M 1
34 28985 1 0 4 F 1
147 29449 6 5 1 M 1
12 39331 3 9 6 F 4
117 43524 9 6 4 M 2
70 30910 0 2 3 F 2
28 51698 6 18 6 M 4
177 36443 4 9 4 F 2
133 47602 5 15 6 M 3
125 35280 6 9 2 F 4
89 57360 3 12 8 M 2
170 52081 19 6 8 M 4
20 37548 9 19 4 M 3
35 35631 4 6 4 M 4
130 41548 4 9 6 M 4
161 49597 5 14 6 F 4
36 54679 3 20 6 F 3
127 35924 4 6 4 M 4
110 39053 6 18 5 F 1
156 39729 6 18 5 F 1
97 35162 5 7 4 F 4
169 72632 3 22 10 M 4
74 59321 6 18 6 M 4
72 31977 7 18 9 M 1
47 73110 0 27 12 F 4
46 26452 3 1 2 F 4
71 44708 9 6 4 M 2
59 44135 6 6 4 F 4
134 36421 1 6 4 M 2
102 34524 2 6 6 M 4
66 37519 9 19 4 M 3
76 31783 4 21 5 M 1
58 46954 3 9 6 F 4
150 42717 3 9 6 F 4
50 62522 5 12 8 F 4
95 32007 1 0 7 M 1
5 34869 5 7 4 F 4
75 34881 16 22 7 M 1
63 36549 4 4 8 M 3
139 68873 0 27 12 F 4
39 36431 4 9 4 F 2
40 26578 6 0 2 F 2
181 56338 3 12 8 M 2
