ID Salary Experience Employed Education Gender Department
11 23654 0 0 0 F 3
137 23974 2 6 0 F 1
38 41255 4 9 6 M 4
114 34925 4 5 4 M 4
173 39017 4 6 4 M 4
119 53300 0 25 6 M 3
133 47602 5 15 6 M 3
33 34987 6 9 2 F 4
96 55192 5 12 8 F 4
138 26745 3 1 2 F 4
6 35487 2 8 2 F 4
184 29838 3 1 2 F 4
10 34231 2 6 6 M 4
47 73110 0 27 12 F 4
143 38255 5 7 4 F 4
3 32782 1 0 7 M 1
62 36502 5 9 4 F 2
125 35280 6 9 2 F 4
4 54899 5 12 8 F 4
95 32007 1 0 7 M 1
166 55084 6 18 6 M 4
81 43254 4 6 4 M 4
99 26841 1 5 0 M 4
88 37605 1 6 4 M 2
75 34881 16 22 7 M 1
82 54650 3 20 6 F 3
49 25774 1 0 7 M 1
51 42492 5 7 4 F 4
26 38985 7 18 9 M 1
118 38210 7 18 9 M 1
25 43674 9 6 4 M 2
165 53425 0 25 6 M 3
52 43110 2 8 2 F 4
57 23625 0 0 0 F 3
72 31977 7 18 9 M 1
19 36487 5 6 2 M 4
146 32821 3 15 9 F 1
60 36501 6 3 6 F 2
181 56338 3 12 8 M 2
126 28210 1 0 4 F 1
124 48988 19 6 8 M 4
34 28985 1 0 4 F 1
2 46184 3 20 4 M 4
89 57360 3 12 8 M 2
40 26578 6 0 2 F 2
9 29548 6 5 1 M 1
113 30753 11 3 3 M 1
161 49597 5 14 6 F 4
77 76869 3 22 10 M 4
97 35162 5 7 4 F 4
