ID Salary Experience Employed Education Gender Department
165 53425 0 25 6 M 3
17 36578 4 4 8 M 3
94 46477 3 20 4 M 4
88 37605 1 6 4 M 2
85 37465 4 9 4 F 2
26 38985 7 18 9 M 1
67 24520 11 3 3 M 1
51 42492 5 7 4 F 4
134 36421 1 6 4 M 2
138 26745 3 1 2 F 4
47 73110 0 27 12 F 4
5 34869 5 7 4 F 4
153 71811 2 25 12 M 4
84 48878 4 9 6 M 4
62 36502 5 9 4 F 2
76 31783 4 21 5 M 1
132 26428 6 0 2 F 2
25 43674 9 6 4 M 2
135 56176 3 12 8 M 2
149 23845 0 0 0 F 3
4 54899 5 12 8 F 4
33 34987 6 9 2 F 4
86 27612 6 0 2 F 2
91 17741 2 6 0 F 1
1 65487 0 27 12 F 4
93 65780 0 27 12 F 4
7 26548 1 5 0 M 4
180 36583 1 6 4 M 2
141 32683 1 0 7 M 1
175 43129 6 9 5 F 4
15 68425 2 25 12 M 4
110 39053 6 18 5 F 1
170 52081 19 6 8 M 4
95 32007 1 0 7 M 1
16 35468 5 9 4 F 2
162 29888 0 2 3 F 2
136 31491 6 7 5 F 3
109 36644 4 4 8 M 3
127 35924 4 6 4 M 4
151 39898 6 6 4 F 4
24 29876 0 2 3 F 2
125 35280 6 9 2 F 4
32 48695 19 6 8 M 4
181 56338 3 12 8 M 2
90 31396 6 7 5 F 3
177 36443 4 9 4 F 2
108 35318 5 9 4 F 2
38 41255 4 9 6 M 4
77 76869 3 22 10 M 4
183 24650 2 6 0 F 1
