ID Salary Experience Employed Education Gender Department
171 38373 6 9 2 F 4
68 42255 4 5 4 M 4
118 38210 7 18 9 M 1
52 43110 2 8 2 F 4
67 24520 11 3 3 M 1
101 28773 6 5 1 M 1
14 35467 6 3 6 F 2
153 71811 2 25 12 M 4
42 36571 1 6 4 M 2
154 35480 5 9 4 F 2
99 26841 1 5 0 M 4
179 47727 5 15 6 M 3
13 36512 6 6 4 F 4
167 41790 16 22 7 M 1
21 31528 11 3 3 M 1
11 23654 0 0 0 F 3
152 35479 6 3 6 F 2
49 25774 1 0 7 M 1
146 32821 3 15 9 F 1
59 44135 6 6 4 F 4
115 46504 5 14 6 F 4
74 59321 6 18 6 M 4
103 23720 0 0 0 F 3
91 17741 2 6 0 F 1
66 37519 9 19 4 M 3
164 38886 7 18 9 M 1
15 68425 2 25 12 M 4
169 72632 3 22 10 M 4
24 29876 0 2 3 F 2
136 31491 6 7 5 F 3
16 35468 5 9 4 F 2
113 30753 11 3 3 M 1
129 40036 6 9 5 F 4
28 51698 6 18 6 M 4
168 38692 4 21 5 M 1
40 26578 6 0 2 F 2
50 62522 5 12 8 F 4
79 42610 6 9 2 F 4
69 53834 5 14 6 F 4
150 42717 3 9 6 F 4
108 35318 5 9 4 F 2
43 56326 3 12 8 M 2
143 38255 5 7 4 F 4
57 23625 0 0 0 F 3
2 46184 3 20 4 M 4
156 39729 6 18 5 F 1
39 36431 4 9 4 F 2
180 36583 1 6 4 M 2
104 39624 3 9 6 F 4
96 55192 5 12 8 F 4
