ID Salary Experience Employed Education Gender Department
55 22540 6 5 1 M 1
43 56326 3 12 8 M 2
71 44708 9 6 4 M 2
87 47507 5 15 6 M 3
169 72632 3 22 10 M 4
158 37739 9 19 4 M 3
49 25774 1 0 7 M 1
103 23720 0 0 0 F 3
161 49597 5 14 6 F 4
92 34075 3 1 2 F 4
133 47602 5 15 6 M 3
53 34171 1 5 0 M 4
57 23625 0 0 0 F 3
89 57360 3 12 8 M 2
32 48695 19 6 8 M 4
45 24749 2 6 0 F 1
174 54870 3 20 6 F 3
19 36487 5 6 2 M 4
179 47727 5 15 6 M 3
127 35924 4 6 4 M 4
112 37614 9 19 4 M 3
114 34925 4 5 4 M 4
164 38886 7 18 9 M 1
94 46477 3 20 4 M 4
73 53205 0 25 6 M 3
151 39898 6 6 4 F 4
140 49570 3 20 4 M 4
98 35780 2 8 2 F 4
25 43674 9 6 4 M 2
24 29876 0 2 3 F 2
165 53425 0 25 6 M 3
93 65780 0 27 12 F 4
47 73110 0 27 12 F 4
135 56176 3 12 8 M 2
78 56318 19 6 8 M 4
69 53834 5 14 6 F 4
27 53234 0 25 6 M 3
116 29726 0 2 3 F 2
167 41790 16 22 7 M 1
23 46211 5 14 6 F 4
150 42717 3 9 6 F 4
84 48878 4 9 6 M 4
51 42492 5 7 4 F 4
64 32820 6 18 5 F 1
81 43254 4 6 4 M 4
4 54899 5 12 8 F 4
59 44135 6 6 4 F 4
125 35280 6 9 2 F 4
155 36769 4 4 8 M 3
111 36780 5 6 2 M 4
