ID Salary Experience Employed Education Gender Department
108 35318 5 9 4 F 2
103 23720 0 0 0 F 3
157 39873 5 6 2 M 4
52 43110 2 8 2 F 4
156 39729 6 18 5 F 1
66 37519 9 19 4 M 3
158 37739 9 19 4 M 3
135 56176 3 12 8 M 2
95 32007 1 0 7 M 1
154 35480 5 9 4 F 2
179 47727 5 15 6 M 3
136 31491 6 7 5 F 3
75 34881 16 22 7 M 1
17 36578 4 4 8 M 3
50 62522 5 12 8 F 4
12 39331 3 9 6 F 4
26 38985 7 18 9 M 1
15 68425 2 25 12 M 4
123 69539 3 22 10 M 4
16 35468 5 9 4 F 2
132 26428 6 0 2 F 2
182 31616 6 7 5 F 3
51 42492 5 7 4 F 4
152 35479 6 3 6 F 2
80 21977 1 0 4 F 1
48 53807 3 20 4 M 4
178 26590 6 0 2 F 2
76 31783 4 21 5 M 1
165 53425 0 25 6 M 3
38 41255 4 9 6 M 4
111 36780 5 6 2 M 4
180 36583 1 6 4 M 2
81 43254 4 6 4 M 4
63 36549 4 4 8 M 3
114 34925 4 5 4 M 4
68 42255 4 5 4 M 4
115 46504 5 14 6 F 4
57 23625 0 0 0 F 3
84 48878 4 9 6 M 4
121 41114 16 22 7 M 1
166 55084 6 18 6 M 4
169 72632 3 22 10 M 4
18 39828 6 18 5 F 1
144 38873 2 8 2 F 4
177 36443 4 9 4 F 2
160 38018 4 5 4 M 4
28 51698 6 18 6 M 4
129 40036 6 9 5 F 4
69 53834 5 14 6 F 4
145 29934 1 5 0 M 4
