ID Salary Experience Employed Education Gender Department
76 31783 4 21 5 M 1
144 38873 2 8 2 F 4
183 24650 2 6 0 F 1
116 29726 0 2 3 F 2
132 26428 6 0 2 F 2
171 38373 6 9 2 F 4
80 21977 1 0 4 F 1
22 34632 4 5 4 M 4
62 36502 5 9 4 F 2
137 23974 2 6 0 F 1
108 35318 5 9 4 F 2
44 31425 6 7 5 F 3
34 28985 1 0 4 F 1
172 28886 1 0 4 F 1
91 17741 2 6 0 F 1
42 36571 1 6 4 M 2
102 34524 2 6 6 M 4
49 25774 1 0 7 M 1
81 43254 4 6 4 M 4
110 39053 6 18 5 F 1
170 52081 19 6 8 M 4
75 34881 16 22 7 M 1
169 72632 3 22 10 M 4
6 35487 2 8 2 F 4
28 51698 6 18 6 M 4
46 26452 3 1 2 F 4
146 32821 3 15 9 F 1
5 34869 5 7 4 F 4
63 36549 4 4 8 M 3
180 36583 1 6 4 M 2
43 56326 3 12 8 M 2
143 38255 5 7 4 F 4
111 36780 5 6 2 M 4
12 39331 3 9 6 F 4
156 39729 6 18 5 F 1
20 37548 9 19 4 M 3
118 38210 7 18 9 M 1
86 27612 6 0 2 F 2
19 36487 5 6 2 M 4
36 54679 3 20 6 F 3
32 48695 19 6 8 M 4
54 25912 3 15 9 F 1
66 37519 9 19 4 M 3
142 58285 5 12 8 F 4
95 32007 1 0 7 M 1
29 41889 16 22 7 M 1
134 36421 1 6 4 M 2
115 46504 5 14 6 F 4
27 53234 0 25 6 M 3
109 36644 4 4 8 M 3
