ID Salary Experience Employed Education Gender Department
170 52081 19 6 8 M 4
51 42492 5 7 4 F 4
168 38692 4 21 5 M 1
89 57360 3 12 8 M 2
173 39017 4 6 4 M 4
57 23625 0 0 0 F 3
178 26590 6 0 2 F 2
118 38210 7 18 9 M 1
28 51698 6 18 6 M 4
62 36502 5 9 4 F 2
114 34925 4 5 4 M 4
33 34987 6 9 2 F 4
69 53834 5 14 6 F 4
131 36281 4 9 4 F 2
162 29888 0 2 3 F 2
83 47366 6 9 5 F 4
139 68873 0 27 12 F 4
81 43254 4 6 4 M 4
14 35467 6 3 6 F 2
123 69539 3 22 10 M 4
84 48878 4 9 6 M 4
148 37617 2 6 6 M 4
1 65487 0 27 12 F 4
91 17741 2 6 0 F 1
134 36421 1 6 4 M 2
39 36431 4 9 4 F 2
32 48695 19 6 8 M 4
38 41255 4 9 6 M 4
104 39624 3 9 6 F 4
13 36512 6 6 4 F 4
53 34171 1 5 0 M 4
17 36578 4 4 8 M 3
115 46504 5 14 6 F 4
182 31616 6 7 5 F 3
166 55084 6 18 6 M 4
37 39743 6 9 5 F 4
153 71811 2 25 12 M 4
158 37739 9 19 4 M 3
127 35924 4 6 4 M 4
40 26578 6 0 2 F 2
146 32821 3 15 9 F 1
58 46954 3 9 6 F 4
2 46184 3 20 4 M 4
71 44708 9 6 4 M 2
20 37548 9 19 4 M 3
124 48988 19 6 8 M 4
95 32007 1 0 7 M 1
54 25912 3 15 9 F 1
35 35631 4 6 4 M 4
50 62522 5 12 8 F 4
