ID Salary Experience Employed Education Gender Department
13 36512 6 6 4 F 4
146 32821 3 15 9 F 1
69 53834 5 14 6 F 4
73 53205 0 25 6 M 3
114 34925 4 5 4 M 4
55 22540 6 5 1 M 1
149 23845 0 0 0 F 3
76 31783 4 21 5 M 1
92 34075 3 1 2 F 4
142 58285 5 12 8 F 4
39 36431 4 9 4 F 2
113 30753 11 3 3 M 1
127 35924 4 6 4 M 4
107 68718 2 25 12 M 4
46 26452 3 1 2 F 4
63 36549 4 4 8 M 3
90 31396 6 7 5 F 3
19 36487 5 6 2 M 4
153 71811 2 25 12 M 4
105 36805 6 6 4 F 4
25 43674 9 6 4 M 2
140 49570 3 20 4 M 4
44 31425 6 7 5 F 3
5 34869 5 7 4 F 4
130 41548 4 9 6 M 4
138 26745 3 1 2 F 4
180 36583 1 6 4 M 2
104 39624 3 9 6 F 4
147 29449 6 5 1 M 1
18 39828 6 18 5 F 1
17 36578 4 4 8 M 3
103 23720 0 0 0 F 3
87 47507 5 15 6 M 3
160 38018 4 5 4 M 4
33 34987 6 9 2 F 4
20 37548 9 19 4 M 3
163 43686 9 6 4 M 2
139 68873 0 27 12 F 4
40 26578 6 0 2 F 2
170 52081 19 6 8 M 4
176 44641 4 9 6 M 4
129 40036 6 9 5 F 4
8 32920 3 15 9 F 1
47 73110 0 27 12 F 4
67 24520 11 3 3 M 1
123 69539 3 22 10 M 4
75 34881 16 22 7 M 1
97 35162 5 7 4 F 4
159 31429 11 3 3 M 1
166 55084 6 18 6 M 4
