ID Salary Experience Employed Education Gender Department
120 51991 6 18 6 M 4
151 39898 6 6 4 F 4
68 42255 4 5 4 M 4
20 37548 9 19 4 M 3
97 35162 5 7 4 F 4
55 22540 6 5 1 M 1
150 42717 3 9 6 F 4
89 57360 3 12 8 M 2
174 54870 3 20 6 F 3
69 53834 5 14 6 F 4
61 76048 2 25 12 M 4
98 35780 2 8 2 F 4
40 26578 6 0 2 F 2
11 23654 0 0 0 F 3
58 46954 3 9 6 F 4
159 31429 11 3 3 M 1
103 23720 0 0 0 F 3
102 34524 2 6 6 M 4
53 34171 1 5 0 M 4
112 37614 9 19 4 M 3
90 31396 6 7 5 F 3
173 39017 4 6 4 M 4
70 30910 0 2 3 F 2
91 17741 2 6 0 F 1
88 37605 1 6 4 M 2
179 47727 5 15 6 M 3
27 53234 0 25 6 M 3
86 27612 6 0 2 F 2
156 39729 6 18 5 F 1
46 26452 3 1 2 F 4
8 32920 3 15 9 F 1
17 36578 4 4 8 M 3
134 36421 1 6 4 M 2
64 32820 6 18 5 F 1
100 32145 3 15 9 F 1
113 30753 11 3 3 M 1
4 54899 5 12 8 F 4
175 43129 6 9 5 F 4
130 41548 4 9 6 M 4
23 46211 5 14 6 F 4
48 53807 3 20 4 M 4
122 38016 4 21 5 M 1
117 43524 9 6 4 M 2
137 23974 2 6 0 F 1
7 26548 1 5 0 M 4
81 43254 4 6 4 M 4
147 29449 6 5 1 M 1
85 37465 4 9 4 F 2
114 34925 4 5 4 M 4
19 36487 5 6 2 M 4
