V1 V2 V3 V4 V5
-0.673793107727341 1.37891064936655 -0.304021962919917 -0.498429714421881 1.63805269046133
0.471492029378211 0.190700408954948 0.770912834546931 -0.486094606915565 0.00216387409572161
1.83702430823483 -0.799474791388053 2.62761839380785 -0.510764821928197 -0.348383729411194
0.295294315977357 0.388735449023548 0.477748798874155 -0.486094606915565 0.0605884746802075
-0.894040249478408 0.784805529160749 -1.08579272471399 0.611729961146562 0.00216387409572161
-0.277348252575419 0.586770489092148 -0.206300617695658 -0.387413746865037 0.644834480525066
1.13223345463141 0.190700408954948 1.552683596341 -0.486094606915565 0.00216387409572161
1.44057945308291 0.586770489092148 -0.694907343816952 -0.424419069383985 1.98860029396824
-0.057101110824351 -0.00733463111365207 1.25951956066823 -0.387413746865037 -0.0562607264887643
-1.07023796287926 0.190700408954948 -0.988071379489729 -0.412083961877669 -0.815780534087081
-0.145199967524778 -0.601439751319452 -0.108579272471399 -0.424419069383985 -0.757355933502595
0.779838027829706 -0.997509831456653 -0.108579272471399 -0.486094606915565 -0.465232930580166
-0.365447109275846 1.18087560929795 -0.499464653368434 -0.449089284396617 -0.640506732333623
-1.46668281803118 1.18087560929795 0.184584763201378 -0.510764821928197 1.93017569338376
1.13223345463141 -0.799474791388053 -0.792628689041211 -0.486094606915565 -1.166328137594
-0.365447109275846 1.18087560929795 -0.499464653368434 -0.510764821928197 -0.815780534087081
-0.673793107727341 0.784805529160749 1.552683596341 1.33950130401921 -1.04947893642502
-0.365447109275846 -2.38375511193685 0.477748798874155 -0.424419069383985 -1.10790353700951
1.26438173968206 0.586770489092148 -0.89035003426547 3.92987388034557 -0.0562607264887643
-0.894040249478408 0.190700408954948 -1.08579272471399 1.36417151903184 0.0605884746802075
-0.805941392777981 -0.403404711250852 -0.694907343816952 1.36417151903184 -1.10790353700951
-0.277348252575419 -0.205369671182252 0.0868634179771191 -0.486094606915565 -0.640506732333623
1.83702430823483 -0.00733463111365207 -0.206300617695658 -0.510764821928197 -0.757355933502595
-1.24643567628012 -1.59161495166245 -1.08579272471399 0.414368241045505 1.98860029396824
-0.277348252575419 0.784805529160749 -0.304021962919917 -0.486094606915565 -0.11468532707325
1.13223345463141 -0.00733463111365207 1.65040494156526 -0.486094606915565 -0.0562607264887643
-1.46668281803118 -2.38375511193685 -1.08579272471399 0.315687380994977 1.63805269046133
