V1 V2 V3 V4 V5
1.04869574480392 -0.289513802359329 1.12886280378175 -0.383686771468453 -0.0567832933352891
-1.86270353058922 1.59731753025837 0.0876446276228065 -0.409553295387674 2.34292805979083
1.50538582721853 0.249580864102871 1.41283139727964 -0.383686771468453 0.0765340040606067
-1.34892718787278 0.249580864102871 -1.04822974636877 -0.306087199710788 -0.790028429012715
1.04869574480392 -1.36770313528373 -0.196323965875087 -0.383686771468453 -0.390076536825028
-0.32137450243991 0.78867553056507 -0.385636361540349 4.2464210100722 0.0765340040606067
-0.150115721534432 -0.289513802359329 -0.764261152870873 -0.383686771468453 -0.0567832933352891
0.420746881483829 -0.828608468821528 1.79145618861017 -0.383686771468453 0.0765340040606067
-0.264288242138084 0.78867553056507 2.45404957343858 -0.176754580114681 -0.923345726408611
-0.0930294612326056 -0.0199664691282292 -0.764261152870873 -0.409553295387674 0.0765340040606067
-1.34892718787278 -1.36770313528373 -1.04822974636877 -0.00862217463974048 -1.05666302380451
-0.32137450243991 0.78867553056507 -0.290980163707718 -0.280220675791567 0.876437788435981
0.420746881483829 0.51912819733397 0.3716132211207 -0.383686771468453 0.209851301456502
1.50538582721853 -0.828608468821528 -1.1428859442014 -0.383686771468453 0.143192652758555
1.50538582721853 -1.09815580205263 -0.858917350703504 -0.383686771468453 -1.1899803212004
-0.0359432009307795 -0.289513802359329 0.0876446276228065 -0.409553295387674 0.0765340040606067
1.50538582721853 0.249580864102871 1.41283139727964 -0.383686771468453 0.143192652758555
-0.606805803949041 -0.828608468821528 -0.385636361540349 1.53043599855394 -0.390076536825028
-0.835150845156345 -0.828608468821528 -0.764261152870873 -0.306087199710788 -1.25663896989835
1.90498964933131 0.78867553056507 -0.764261152870873 -0.319020461670399 2.40958670848878
-0.32137450243991 -0.289513802359329 -0.00701157020982455 -0.383686771468453 -0.590052482918872
-0.549719543647215 1.86686486348947 -0.764261152870873 -0.319020461670399 2.34292805979083
-0.435547023043562 -2.17634513497703 1.50748759511227 -0.383686771468453 0.209851301456502
-0.435547023043562 1.59731753025837 -0.574948757205611 -0.344886985589621 -0.590052482918872
-1.00640962606182 -0.559061135590429 -0.764261152870873 1.55630252247316 -1.12332167250245
-0.32137450243991 1.05822286379617 -0.385636361540349 -0.383686771468453 0.0098753553626588
-0.606805803949041 0.51912819733397 0.655581814618593 0.560441351583133 -0.656711131616819
