V1 V2 V3 V4 V5
-1.05522724420334 0.503166027825199 -1.24561561797662 2.14598473510397 0.434428079795203
-0.154509147237761 0.214113203329872 0.723064675801064 -0.448687442249742 0.242140241197326
-0.391540225386598 -0.0749396211654553 -0.26127547108778 -0.594866156466853 -0.719298951792056
-0.818196166054506 1.37032450131118 0.969149712523275 2.10944005654969 -1.39230638688462
-1.05522724420334 1.37032450131118 -1.24561561797662 1.0313720391985 0.338284160496264
-0.486352656646133 -2.09830939263275 1.05117805809734 -0.594866156466853 0.434428079795203
-0.201915362867528 0.214113203329872 -0.26127547108778 -0.667955513575408 -1.20001854828675
1.12545867476596 0.503166027825199 0.969149712523275 -0.594866156466853 0.338284160496264
-0.960414812943809 -0.65304527015611 -1.24561561797662 -0.064968317429827 0.338284160496264
-0.249321578497296 -0.65304527015611 -0.42533216223592 -0.503504460081159 -0.911586790389933
1.88395812484224 0.214113203329872 -0.50736050780999 -0.631410835021131 -0.911586790389933
-0.960414812943809 -0.363992445660783 -0.917502235680342 2.14598473510397 -1.48845030618356
1.45730218417433 0.214113203329872 1.29726309481956 -0.594866156466853 0.338284160496264
-0.391540225386598 1.08127167681585 -0.50736050780999 -0.448687442249742 1.39586727278459
-1.67150804739032 -3.25452069061406 -1.24561561797662 0.592835896547171 3.03031390086654
-1.24485210672241 0.503166027825199 -1.16358727240255 -0.48523212080402 -1.00773070968887
1.12545867476596 0.503166027825199 1.13320640367142 -0.594866156466853 1.39586727278459
1.12545867476596 0.503166027825199 0.969149712523275 -0.594866156466853 0.242140241197326
0.224740577800379 0.792218852320527 0.0668379112085016 -0.594866156466853 0.434428079795203
-0.628571303535436 -0.65304527015611 -0.589388853384061 2.10944005654969 -0.430867193895242
-0.249321578497296 -0.0749396211654553 -0.917502235680342 -0.594866156466853 0.0498524025994494
-0.818196166054506 1.08127167681585 -0.999530581254412 -0.302508728032632 -1.5845942254825
0.224740577800379 -0.65304527015611 1.29726309481956 -0.594866156466853 0.242140241197326
1.88395812484224 -0.942098094651437 1.87146151383805 -0.631410835021131 -0.238579355297365
1.12545867476596 0.214113203329872 1.05117805809734 -0.594866156466853 0.242140241197326
0.414365440319449 0.214113203329872 -0.589388853384061 0.592835896547171 0.338284160496264
0.746208949727822 -0.0749396211654553 0.723064675801064 -0.594866156466853 0.0498524025994494
