ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
34 1 0 18 0 60
178 2 0 32 0 80
96 1 1 6 0 50
173 2 0 14 1 70
245 1 1 5 1 60
100 1 1 23 0 70
46 1 1 16 1 60
262 2 1 17 0 80
187 2 0 16 0 40
193 2 0 17 1 65
102 1 1 15 0 65
71 1 0 19 1 60
214 1 0 17 0 40
229 1 1 7 0 50
69 1 0 18 0 75
70 1 1 11 0 65
163 2 0 19 1 40
24 1 1 9 0 55
121 2 0 18 0 70
257 1 1 6 0 50
94 1 1 15 0 80
226 1 0 9 1 80
263 2 0 17 0 65
54 1 1 21 0 50
41 1 1 17 1 60
85 1 1 7 0 40
101 1 1 5 1 80
181 2 1 7 0 100
87 1 1 17 0 80
45 1 1 16 0 60
146 2 1 6 1 50
86 1 1 3 0 70
164 2 1 10 0 55
72 1 1 6 1 80
2 1 1 9 1 55
137 2 0 18 0 70
219 1 1 11 1 60
68 1 0 14 0 80
207 1 0 4 1 40
84 1 1 12 1 55
227 1 1 17 0 55
6 1 1 22 0 55
123 2 0 19 1 100
224 1 1 17 1 50
239 1 0 3 0 40
165 2 0 34 1 80
21 1 1 20 1 80
253 1 1 10 0 70
217 1 1 14 0 55
97 1 0 15 1 75
66 1 1 6 1 60
32 1 1 20 0 80
223 2 1 5 1 80
16 1 1 12 1 60
58 1 1 20 1 60
51 1 1 5 0 35
19 1 1 16 0 80
162 2 1 8 1 70
238 2 0 17 1 45
74 1 1 21 0 50
43 1 1 19 0 65
15 1 1 7 1 60
150 2 1 5 0 40
197 1 1 5 1 55
10 1 1 12 1 65
62 1 1 14 0 60
113 2 1 4 1 60
228 1 1 6 1 50
209 1 1 4 1 50
160 2 1 5 0 40
211 1 1 6 0 55
192 1 1 11 0 60
80 1 0 11 1 60
133 2 1 21 0 40
218 1 1 11 0 45
255 1 0 10 1 60
61 1 1 6 1 70
243 1 0 3 1 50
40 1 1 23 0 60
201 1 1 4 0 20
95 1 0 17 0 80
28 1 1 12 1 55
236 1 0 11 0 60
200 1 1 14 1 40
234 1 1 8 1 60
104 2 0 22 0 50
106 2 1 14 0 55
233 1 0 3 0 55
33 1 1 9 0 65
256 2 1 9 0 90
250 1 1 4 0 40
18 1 1 16 1 80
89 1 1 21 0 35
205 1 0 5 1 60
81 1 1 9 0 65
105 2 0 5 0 50
23 1 1 11 1 60
264 1 1 3 0 40
186 2 0 21 0 100
183 2 1 8 1 40
13 1 1 16 0 55
254 1 0 15 0 50
110 2 1 14 0 50
109 2 0 17 0 80
175 2 1 7 1 60
252 1 1 6 1 60
55 1 1 5 0 65
90 1 0 13 0 50
216 1 1 6 1 70
132 2 0 20 0 70
93 1 1 5 0 65
5 1 1 8 1 65
38 1 1 18 0 55
134 2 1 7 1 70
99 1 1 16 0 70
215 1 0 7 1 50
126 2 0 18 0 110
206 1 1 7 1 40
170 2 1 3 1 70
143 2 0 33 0 80
161 2 0 18 1 80
240 1 1 5 1 55
98 1 1 7 0 45
235 1 1 4 1 55
131 2 0 11 0 70
79 1 0 16 0 45
129 2 0 20 0 70
65 1 1 8 1 40
103 2 1 22 1 60
7 1 1 14 1 65
31 1 0 19 0 60
50 1 1 18 0 65
118 2 0 17 0 70
210 1 1 18 0 65
208 1 0 6 1 65
11 1 0 5 1 80
27 1 0 18 1 45
22 1 1 7 1 60
57 1 1 18 1 70
179 2 0 21 1 80
169 2 0 18 0 80
82 1 1 8 1 60
176 2 1 4 1 70
156 2 0 11 0 60
184 2 0 7 0 40
53 1 1 16 0 65
194 1 0 10 1 50
44 1 0 18 0 70
195 1 0 14 1 75
30 1 1 9 1 50
