ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
67 1 1 12 0 60
102 1 1 15 0 65
87 1 1 17 0 80
162 2 1 8 1 70
14 1 1 19 0 70
179 2 0 21 1 80
216 1 1 6 1 70
146 2 1 6 1 50
178 2 0 32 0 80
150 2 1 5 0 40
228 1 1 6 1 50
132 2 0 20 0 70
143 2 0 33 0 80
197 1 1 5 1 55
251 1 1 5 1 60
137 2 0 18 0 70
235 1 1 4 1 55
19 1 1 16 0 80
69 1 0 18 0 75
257 1 1 6 0 50
58 1 1 20 1 60
45 1 1 16 0 60
50 1 1 18 0 65
134 2 1 7 1 70
194 1 0 10 1 50
256 2 1 9 0 90
240 1 1 5 1 55
133 2 1 21 0 40
153 2 1 9 0 45
51 1 1 5 0 35
227 1 1 17 0 55
259 2 0 17 1 50
32 1 1 20 0 80
176 2 1 4 1 70
181 2 1 7 0 100
164 2 1 10 0 55
100 1 1 23 0 70
34 1 0 18 0 60
7 1 1 14 1 65
15 1 1 7 1 60
209 1 1 4 1 50
41 1 1 17 1 60
169 2 0 18 0 80
217 1 1 14 0 55
95 1 0 17 0 80
18 1 1 16 1 80
105 2 0 5 0 50
219 1 1 11 1 60
6 1 1 22 0 55
165 2 0 34 1 80
104 2 0 22 0 50
38 1 1 18 0 55
43 1 1 19 0 65
31 1 0 19 0 60
13 1 1 16 0 55
177 2 0 3 1 40
98 1 1 7 0 45
193 2 0 17 1 65
173 2 0 14 1 70
81 1 1 9 0 65
46 1 1 16 1 60
52 1 1 15 0 30
36 1 1 12 1 55
211 1 1 6 0 55
252 1 1 6 1 60
187 2 0 16 0 40
24 1 1 9 0 55
68 1 0 14 0 80
88 1 1 16 1 70
61 1 1 6 1 70
208 1 0 6 1 65
119 2 0 21 0 65
239 1 0 3 0 40
71 1 0 19 1 60
215 1 0 7 1 50
85 1 1 7 0 40
74 1 1 21 0 50
109 2 0 17 0 80
121 2 0 18 0 70
123 2 0 19 1 100
101 1 1 5 1 80
96 1 1 6 0 50
84 1 1 12 1 55
156 2 0 11 0 60
110 2 1 14 0 50
118 2 0 17 0 70
76 1 1 8 0 70
189 1 1 4 1 75
175 2 1 7 1 60
226 1 0 9 1 80
90 1 0 13 0 50
131 2 0 11 0 70
73 1 0 13 0 80
214 1 0 17 0 40
28 1 1 12 1 55
82 1 1 8 1 60
97 1 0 15 1 75
99 1 1 16 0 70
3 1 1 8 0 55
2 1 1 9 1 55
129 2 0 20 0 70
93 1 1 5 0 65
57 1 1 18 1 70
66 1 1 6 1 60
94 1 1 15 0 80
23 1 1 11 1 60
54 1 1 21 0 50
258 2 1 11 0 55
195 1 0 14 1 75
262 2 1 17 0 80
62 1 1 14 0 60
243 1 0 3 1 50
103 2 1 22 1 60
53 1 1 16 0 65
21 1 1 20 1 80
255 1 0 10 1 60
40 1 1 23 0 60
22 1 1 7 1 60
10 1 1 12 1 65
224 1 1 17 1 50
205 1 0 5 1 60
210 1 1 18 0 65
222 1 0 5 1 60
72 1 1 6 1 80
4 1 1 6 0 30
238 2 0 17 1 45
183 2 1 8 1 40
65 1 1 8 1 40
236 1 0 11 0 60
249 2 0 12 1 80
70 1 1 11 0 65
207 1 0 4 1 40
106 2 1 14 0 55
253 1 1 10 0 70
80 1 0 11 1 60
192 1 1 11 0 60
221 1 0 11 0 40
33 1 1 9 0 65
200 1 1 14 1 40
89 1 1 21 0 35
201 1 1 4 0 20
158 2 0 10 1 60
218 1 1 11 0 45
44 1 0 18 0 70
184 2 0 7 0 40
170 2 1 3 1 70
229 1 1 7 0 50
233 1 0 3 0 55
113 2 1 4 1 60
5 1 1 8 1 65
