ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
223 2 1 5 1 80
3 1 1 8 0 55
23 1 1 11 1 60
88 1 1 16 1 70
32 1 1 20 0 80
169 2 0 18 0 80
263 2 0 17 0 65
253 1 1 10 0 70
209 1 1 4 1 50
82 1 1 8 1 60
251 1 1 5 1 60
113 2 1 4 1 60
183 2 1 8 1 40
226 1 0 9 1 80
81 1 1 9 0 65
153 2 1 9 0 45
184 2 0 7 0 40
229 1 1 7 0 50
146 2 1 6 1 50
43 1 1 19 0 65
137 2 0 18 0 70
76 1 1 8 0 70
70 1 1 11 0 65
200 1 1 14 1 40
101 1 1 5 1 80
262 2 1 17 0 80
41 1 1 17 1 60
13 1 1 16 0 55
52 1 1 15 0 30
118 2 0 17 0 70
259 2 0 17 1 50
1 1 1 13 0 50
58 1 1 20 1 60
193 2 0 17 1 65
104 2 0 22 0 50
7 1 1 14 1 65
61 1 1 6 1 70
87 1 1 17 0 80
255 1 0 10 1 60
72 1 1 6 1 80
86 1 1 3 0 70
163 2 0 19 1 40
119 2 0 21 0 65
186 2 0 21 0 100
24 1 1 9 0 55
84 1 1 12 1 55
33 1 1 9 0 65
211 1 1 6 0 55
235 1 1 4 1 55
160 2 1 5 0 40
156 2 0 11 0 60
215 1 0 7 1 50
4 1 1 6 0 30
129 2 0 20 0 70
90 1 0 13 0 50
254 1 0 15 0 50
198 1 1 11 0 45
19 1 1 16 0 80
189 1 1 4 1 75
31 1 0 19 0 60
73 1 0 13 0 80
71 1 0 19 1 60
92 1 0 5 1 65
221 1 0 11 0 40
258 2 1 11 0 55
252 1 1 6 1 60
74 1 1 21 0 50
217 1 1 14 0 55
178 2 0 32 0 80
233 1 0 3 0 55
89 1 1 21 0 35
133 2 1 21 0 40
214 1 0 17 0 40
164 2 1 10 0 55
95 1 0 17 0 80
80 1 0 11 1 60
16 1 1 12 1 60
45 1 1 16 0 60
11 1 0 5 1 80
177 2 0 3 1 40
51 1 1 5 0 35
227 1 1 17 0 55
257 1 1 6 0 50
179 2 0 21 1 80
66 1 1 6 1 60
205 1 0 5 1 60
36 1 1 12 1 55
222 1 0 5 1 60
96 1 1 6 0 50
100 1 1 23 0 70
165 2 0 34 1 80
40 1 1 23 0 60
245 1 1 5 1 60
21 1 1 20 1 80
99 1 1 16 0 70
6 1 1 22 0 55
264 1 1 3 0 40
134 2 1 7 1 70
67 1 1 12 0 60
234 1 1 8 1 60
170 2 1 3 1 70
132 2 0 20 0 70
109 2 0 17 0 80
98 1 1 7 0 45
62 1 1 14 0 60
103 2 1 22 1 60
85 1 1 7 0 40
64 1 1 16 0 65
131 2 0 11 0 70
10 1 1 12 1 65
224 1 1 17 1 50
228 1 1 6 1 50
46 1 1 16 1 60
181 2 1 7 0 100
143 2 0 33 0 80
239 1 0 3 0 40
210 1 1 18 0 65
93 1 1 5 0 65
26 1 1 8 1 65
105 2 0 5 0 50
208 1 0 6 1 65
249 2 0 12 1 80
243 1 0 3 1 50
102 1 1 15 0 65
38 1 1 18 0 55
53 1 1 16 0 65
50 1 1 18 0 65
150 2 1 5 0 40
238 2 0 17 1 45
22 1 1 7 1 60
18 1 1 16 1 80
27 1 0 18 1 45
5 1 1 8 1 65
173 2 0 14 1 70
207 1 0 4 1 40
106 2 1 14 0 55
240 1 1 5 1 55
175 2 1 7 1 60
54 1 1 21 0 50
197 1 1 5 1 55
15 1 1 7 1 60
158 2 0 10 1 60
218 1 1 11 0 45
79 1 0 16 0 45
219 1 1 11 1 60
65 1 1 8 1 40
256 2 1 9 0 90
250 1 1 4 0 40
216 1 1 6 1 70
68 1 0 14 0 80
