ID Salary Experience Employed Education Gender Department
117 43574 9 6 4 M 2
60 36451 6 3 6 F 2
86 27562 6 0 2 F 2
80 21977 1 0 4 F 1
127 35518 4 6 4 M 4
4 54899 5 12 8 F 4
33 34987 6 9 2 F 4
73 54105 0 25 6 M 3
163 43797 9 6 4 M 2
38 41255 4 9 6 M 4
22 34632 4 5 4 M 4
21 31528 11 3 3 M 1
88 37555 1 6 4 M 2
77 72369 3 22 10 M 4
150 41695 3 9 6 F 4
175 42107 6 9 5 F 4
113 31251 11 3 3 M 1
8 32920 3 15 9 F 1
26 38985 7 18 9 M 1
37 39743 6 9 5 F 4
138 26339 3 1 2 F 4
107 68312 2 25 12 M 4
42 36571 1 6 4 M 2
135 56226 3 12 8 M 2
7 26548 1 5 0 M 4
105 36399 6 6 4 F 4
174 54870 3 20 6 F 3
112 39109 9 19 4 M 3
172 28436 1 0 4 F 1
11 23654 0 0 0 F 3
83 42866 6 9 5 F 4
47 68610 0 27 12 F 4
123 69133 3 22 10 M 4
131 36331 4 9 4 F 2
118 38708 7 18 9 M 1
15 68425 2 25 12 M 4
94 46071 3 20 4 M 4
71 44658 9 6 4 M 2
24 29876 0 2 3 F 2
35 35631 4 6 4 M 4
133 49097 5 15 6 M 3
152 35590 6 3 6 F 2
160 36996 4 5 4 M 4
141 32233 1 0 7 M 1
20 37548 9 19 4 M 3
28 51698 6 18 6 M 4
1 65487 0 27 12 F 4
116 29776 0 2 3 F 2
110 39551 6 18 5 F 1
130 41142 4 9 6 M 4
