ID Salary Experience Employed Education Gender Department
145 28912 1 5 0 M 4
44 31425 6 7 5 F 3
119 54795 0 25 6 M 3
43 56326 3 12 8 M 2
20 37548 9 19 4 M 3
83 42866 6 9 5 F 4
107 68312 2 25 12 M 4
116 29776 0 2 3 F 2
94 46071 3 20 4 M 4
175 42107 6 9 5 F 4
42 36571 1 6 4 M 2
81 38754 4 6 4 M 4
112 39109 9 19 4 M 3
10 34231 2 6 6 M 4
150 41695 3 9 6 F 4
40 26578 6 0 2 F 2
68 37755 4 5 4 M 4
184 28816 3 1 2 F 4
56 37354 2 6 6 M 4
123 69133 3 22 10 M 4
113 31251 11 3 3 M 1
91 17741 2 6 0 F 1
30 38791 4 21 5 M 1
181 56449 3 12 8 M 2
138 26339 3 1 2 F 4
147 28999 6 5 1 M 1
165 53425 0 25 6 M 3
80 21977 1 0 4 F 1
135 56226 3 12 8 M 2
49 25774 1 0 7 M 1
78 51818 19 6 8 M 4
115 46098 5 14 6 F 4
58 42454 3 9 6 F 4
71 44658 9 6 4 M 2
15 68425 2 25 12 M 4
52 38610 2 8 2 F 4
154 35591 5 9 4 F 2
97 34756 5 7 4 F 4
125 34874 6 9 2 F 4
114 34519 4 5 4 M 4
51 37992 5 7 4 F 4
31 69246 3 22 10 M 4
143 37233 5 7 4 F 4
65 39610 5 6 2 M 4
98 35374 2 8 2 F 4
177 36554 4 9 4 F 2
130 41142 4 9 6 M 4
27 53234 0 25 6 M 3
36 54679 3 20 6 F 3
60 36451 6 3 6 F 2
