ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
194 1 0 10 1 50
23 1 1 11 1 60
109 2 0 17 0 80
156 2 0 11 0 60
94 1 1 15 0 80
6 1 1 22 0 55
208 1 0 6 1 65
252 1 1 6 1 60
181 2 1 7 0 100
73 1 0 13 0 80
96 1 1 6 0 50
62 1 1 14 0 60
263 2 0 17 0 65
65 1 1 8 1 40
11 1 0 5 1 80
225 1 1 3 0 45
61 1 1 6 1 70
51 1 1 5 0 35
169 2 0 18 0 80
229 1 1 7 0 50
240 1 1 5 1 55
254 1 0 15 0 50
179 2 0 21 1 80
26 1 1 8 1 65
126 2 0 18 0 110
71 1 0 19 1 60
223 2 1 5 1 80
5 1 1 8 1 65
10 1 1 12 1 65
217 1 1 14 0 55
101 1 1 5 1 80
214 1 0 17 0 40
31 1 0 19 0 60
54 1 1 21 0 50
27 1 0 18 1 45
106 2 1 14 0 55
1 1 1 13 0 50
243 1 0 3 1 50
200 1 1 14 1 40
87 1 1 17 0 80
118 2 0 17 0 70
16 1 1 12 1 60
239 1 0 3 0 40
161 2 0 18 1 80
123 2 0 19 1 100
221 1 0 11 0 40
72 1 1 6 1 80
55 1 1 5 0 65
227 1 1 17 0 55
264 1 1 3 0 40
209 1 1 4 1 50
40 1 1 23 0 60
188 2 1 12 0 55
33 1 1 9 0 65
143 2 0 33 0 80
110 2 1 14 0 50
81 1 1 9 0 65
4 1 1 6 0 30
43 1 1 19 0 65
233 1 0 3 0 55
66 1 1 6 1 60
219 1 1 11 1 60
235 1 1 4 1 55
15 1 1 7 1 60
211 1 1 6 0 55
30 1 1 9 1 50
22 1 1 7 1 60
218 1 1 11 0 45
104 2 0 22 0 50
92 1 0 5 1 65
36 1 1 12 1 55
234 1 1 8 1 60
69 1 0 18 0 75
13 1 1 16 0 55
170 2 1 3 1 70
198 1 1 11 0 45
146 2 1 6 1 50
89 1 1 21 0 35
207 1 0 4 1 40
119 2 0 21 0 65
262 2 1 17 0 80
97 1 0 15 1 75
193 2 0 17 1 65
52 1 1 15 0 30
184 2 0 7 0 40
238 2 0 17 1 45
76 1 1 8 0 70
53 1 1 16 0 65
178 2 0 32 0 80
98 1 1 7 0 45
173 2 0 14 1 70
41 1 1 17 1 60
251 1 1 5 1 60
257 1 1 6 0 50
158 2 0 10 1 60
38 1 1 18 0 55
82 1 1 8 1 60
210 1 1 18 0 65
95 1 0 17 0 80
249 2 0 12 1 80
131 2 0 11 0 70
228 1 1 6 1 50
90 1 0 13 0 50
57 1 1 18 1 70
99 1 1 16 0 70
21 1 1 20 1 80
250 1 1 4 0 40
153 2 1 9 0 45
19 1 1 16 0 80
79 1 0 16 0 45
205 1 0 5 1 60
24 1 1 9 0 55
34 1 0 18 0 60
224 1 1 17 1 50
67 1 1 12 0 60
14 1 1 19 0 70
100 1 1 23 0 70
70 1 1 11 0 65
256 2 1 9 0 90
132 2 0 20 0 70
102 1 1 15 0 65
93 1 1 5 0 65
165 2 0 34 1 80
236 1 0 11 0 60
253 1 1 10 0 70
68 1 0 14 0 80
113 2 1 4 1 60
160 2 1 5 0 40
85 1 1 7 0 40
216 1 1 6 1 70
222 1 0 5 1 60
195 1 0 14 1 75
215 1 0 7 1 50
18 1 1 16 1 80
32 1 1 20 0 80
74 1 1 21 0 50
255 1 0 10 1 60
187 2 0 16 0 40
133 2 1 21 0 40
164 2 1 10 0 55
88 1 1 16 1 70
197 1 1 5 1 55
163 2 0 19 1 40
258 2 1 11 0 55
86 1 1 3 0 70
129 2 0 20 0 70
134 2 1 7 1 70
121 2 0 18 0 70
7 1 1 14 1 65
80 1 0 11 1 60
