ID Salary Experience Employed Education Gender Department
154 35591 5 9 4 F 2
103 25215 0 0 0 F 3
46 26452 3 1 2 F 4
119 54795 0 25 6 M 3
23 46211 5 14 6 F 4
99 26435 1 5 0 M 4
153 70789 2 25 12 M 4
59 39635 6 6 4 F 4
92 29575 3 1 2 F 4
35 35631 4 6 4 M 4
109 38139 4 4 8 M 3
50 58022 5 12 8 F 4
79 38110 6 9 2 F 4
67 24520 11 3 3 M 1
174 54870 3 20 6 F 3
108 35368 5 9 4 F 2
14 35467 6 3 6 F 2
74 54821 6 18 6 M 4
136 32986 6 7 5 F 3
125 34874 6 9 2 F 4
34 28985 1 0 4 F 1
7 26548 1 5 0 M 4
6 35487 2 8 2 F 4
160 36996 4 5 4 M 4
48 49307 3 20 4 M 4
143 37233 5 7 4 F 4
49 25774 1 0 7 M 1
96 54786 5 12 8 F 4
3 32782 1 0 7 M 1
178 26701 6 0 2 F 2
72 31977 7 18 9 M 1
134 36471 1 6 4 M 2
150 41695 3 9 6 F 4
165 53425 0 25 6 M 3
126 28708 1 0 4 F 1
128 56240 3 20 6 F 3
111 36374 5 6 2 M 4
182 31616 6 7 5 F 3
19 36487 5 6 2 M 4
173 37995 4 6 4 M 4
62 36452 5 9 4 F 2
65 39610 5 6 2 M 4
24 29876 0 2 3 F 2
63 37449 4 4 8 M 3
57 24525 0 0 0 F 3
106 35367 6 3 6 F 2
85 37415 4 9 4 F 2
132 26478 6 0 2 F 2
22 34632 4 5 4 M 4
84 44378 4 9 6 M 4
