ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
216 1 1 6 1 70
173 2 0 14 1 70
34 1 0 18 0 60
187 2 0 16 0 40
214 1 0 17 0 40
158 2 0 10 1 60
11 1 0 5 1 80
13 1 1 16 0 55
119 2 0 21 0 65
46 1 1 16 1 60
70 1 1 11 0 65
253 1 1 10 0 70
28 1 1 12 1 55
252 1 1 6 1 60
82 1 1 8 1 60
250 1 1 4 0 40
235 1 1 4 1 55
81 1 1 9 0 65
200 1 1 14 1 40
62 1 1 14 0 60
201 1 1 4 0 20
219 1 1 11 1 60
153 2 1 9 0 45
30 1 1 9 1 50
251 1 1 5 1 60
222 1 0 5 1 60
54 1 1 21 0 50
58 1 1 20 1 60
52 1 1 15 0 30
210 1 1 18 0 65
170 2 1 3 1 70
227 1 1 17 0 55
254 1 0 15 0 50
208 1 0 6 1 65
10 1 1 12 1 65
74 1 1 21 0 50
36 1 1 12 1 55
2 1 1 9 1 55
228 1 1 6 1 50
189 1 1 4 1 75
31 1 0 19 0 60
150 2 1 5 0 40
205 1 0 5 1 60
22 1 1 7 1 60
118 2 0 17 0 70
215 1 0 7 1 50
223 2 1 5 1 80
4 1 1 6 0 30
146 2 1 6 1 50
89 1 1 21 0 35
55 1 1 5 0 65
176 2 1 4 1 70
73 1 0 13 0 80
193 2 0 17 1 65
96 1 1 6 0 50
229 1 1 7 0 50
80 1 0 11 1 60
183 2 1 8 1 40
181 2 1 7 0 100
258 2 1 11 0 55
133 2 1 21 0 40
15 1 1 7 1 60
211 1 1 6 0 55
160 2 1 5 0 40
169 2 0 18 0 80
234 1 1 8 1 60
195 1 0 14 1 75
18 1 1 16 1 80
207 1 0 4 1 40
21 1 1 20 1 80
121 2 0 18 0 70
6 1 1 22 0 55
105 2 0 5 0 50
14 1 1 19 0 70
102 1 1 15 0 65
90 1 0 13 0 50
255 1 0 10 1 60
245 1 1 5 1 60
186 2 0 21 0 100
23 1 1 11 1 60
100 1 1 23 0 70
1 1 1 13 0 50
94 1 1 15 0 80
221 1 0 11 0 40
97 1 0 15 1 75
69 1 0 18 0 75
98 1 1 7 0 45
27 1 0 18 1 45
66 1 1 6 1 60
238 2 0 17 1 45
137 2 0 18 0 70
206 1 1 7 1 40
264 1 1 3 0 40
3 1 1 8 0 55
164 2 1 10 0 55
257 1 1 6 0 50
156 2 0 11 0 60
67 1 1 12 0 60
79 1 0 16 0 45
259 2 0 17 1 50
50 1 1 18 0 65
217 1 1 14 0 55
104 2 0 22 0 50
163 2 0 19 1 40
71 1 0 19 1 60
226 1 0 9 1 80
87 1 1 17 0 80
51 1 1 5 0 35
32 1 1 20 0 80
45 1 1 16 0 60
192 1 1 11 0 60
123 2 0 19 1 100
256 2 1 9 0 90
76 1 1 8 0 70
126 2 0 18 0 110
92 1 0 5 1 65
103 2 1 22 1 60
236 1 0 11 0 60
19 1 1 16 0 80
85 1 1 7 0 40
38 1 1 18 0 55
178 2 0 32 0 80
197 1 1 5 1 55
106 2 1 14 0 55
233 1 0 3 0 55
99 1 1 16 0 70
64 1 1 16 0 65
53 1 1 16 0 65
68 1 0 14 0 80
24 1 1 9 0 55
194 1 0 10 1 50
5 1 1 8 1 65
239 1 0 3 0 40
33 1 1 9 0 65
263 2 0 17 0 65
162 2 1 8 1 70
129 2 0 20 0 70
165 2 0 34 1 80
95 1 0 17 0 80
262 2 1 17 0 80
132 2 0 20 0 70
93 1 1 5 0 65
57 1 1 18 1 70
84 1 1 12 1 55
65 1 1 8 1 40
177 2 0 3 1 40
113 2 1 4 1 60
134 2 1 7 1 70
224 1 1 17 1 50
44 1 0 18 0 70
