ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
236 1 0 11 0 60
254 1 0 15 0 50
58 1 1 20 1 60
224 1 1 17 1 50
216 1 1 6 1 70
101 1 1 5 1 80
97 1 0 15 1 75
250 1 1 4 0 40
7 1 1 14 1 65
195 1 0 14 1 75
239 1 0 3 0 40
62 1 1 14 0 60
245 1 1 5 1 60
251 1 1 5 1 60
255 1 0 10 1 60
94 1 1 15 0 80
93 1 1 5 0 65
161 2 0 18 1 80
30 1 1 9 1 50
54 1 1 21 0 50
44 1 0 18 0 70
76 1 1 8 0 70
227 1 1 17 0 55
119 2 0 21 0 65
150 2 1 5 0 40
80 1 0 11 1 60
223 2 1 5 1 80
209 1 1 4 1 50
38 1 1 18 0 55
1 1 1 13 0 50
177 2 0 3 1 40
21 1 1 20 1 80
252 1 1 6 1 60
164 2 1 10 0 55
225 1 1 3 0 45
26 1 1 8 1 65
219 1 1 11 1 60
134 2 1 7 1 70
3 1 1 8 0 55
131 2 0 11 0 70
228 1 1 6 1 50
183 2 1 8 1 40
2 1 1 9 1 55
34 1 0 18 0 60
82 1 1 8 1 60
178 2 0 32 0 80
234 1 1 8 1 60
36 1 1 12 1 55
86 1 1 3 0 70
106 2 1 14 0 55
40 1 1 23 0 60
110 2 1 14 0 50
99 1 1 16 0 70
221 1 0 11 0 40
73 1 0 13 0 80
64 1 1 16 0 65
215 1 0 7 1 50
243 1 0 3 1 50
207 1 0 4 1 40
52 1 1 15 0 30
197 1 1 5 1 55
109 2 0 17 0 80
176 2 1 4 1 70
72 1 1 6 1 80
173 2 0 14 1 70
184 2 0 7 0 40
175 2 1 7 1 60
169 2 0 18 0 80
50 1 1 18 0 65
79 1 0 16 0 45
74 1 1 21 0 50
137 2 0 18 0 70
87 1 1 17 0 80
188 2 1 12 0 55
27 1 0 18 1 45
84 1 1 12 1 55
257 1 1 6 0 50
262 2 1 17 0 80
24 1 1 9 0 55
28 1 1 12 1 55
10 1 1 12 1 65
198 1 1 11 0 45
210 1 1 18 0 65
4 1 1 6 0 30
11 1 0 5 1 80
186 2 0 21 0 100
102 1 1 15 0 65
226 1 0 9 1 80
65 1 1 8 1 40
18 1 1 16 1 80
67 1 1 12 0 60
263 2 0 17 0 65
179 2 0 21 1 80
206 1 1 7 1 40
163 2 0 19 1 40
105 2 0 5 0 50
70 1 1 11 0 65
181 2 1 7 0 100
165 2 0 34 1 80
222 1 0 5 1 60
249 2 0 12 1 80
31 1 0 19 0 60
6 1 1 22 0 55
23 1 1 11 1 60
41 1 1 17 1 60
256 2 1 9 0 90
61 1 1 6 1 70
71 1 0 19 1 60
143 2 0 33 0 80
57 1 1 18 1 70
69 1 0 18 0 75
201 1 1 4 0 20
55 1 1 5 0 65
194 1 0 10 1 50
81 1 1 9 0 65
92 1 0 5 1 65
205 1 0 5 1 60
90 1 0 13 0 50
160 2 1 5 0 40
156 2 0 11 0 60
13 1 1 16 0 55
229 1 1 7 0 50
193 2 0 17 1 65
259 2 0 17 1 50
16 1 1 12 1 60
235 1 1 4 1 55
264 1 1 3 0 40
253 1 1 10 0 70
146 2 1 6 1 50
123 2 0 19 1 100
22 1 1 7 1 60
45 1 1 16 0 60
129 2 0 20 0 70
126 2 0 18 0 110
19 1 1 16 0 80
233 1 0 3 0 55
53 1 1 16 0 65
208 1 0 6 1 65
240 1 1 5 1 55
189 1 1 4 1 75
170 2 1 3 1 70
32 1 1 20 0 80
88 1 1 16 1 70
133 2 1 21 0 40
153 2 1 9 0 45
217 1 1 14 0 55
100 1 1 23 0 70
33 1 1 9 0 65
162 2 1 8 1 70
238 2 0 17 1 45
