ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
98 1 1 7 0 45
113 2 1 4 1 60
96 1 1 6 0 50
64 1 1 16 0 65
156 2 0 11 0 60
58 1 1 20 1 60
206 1 1 7 1 40
66 1 1 6 1 60
51 1 1 5 0 35
102 1 1 15 0 65
26 1 1 8 1 65
44 1 0 18 0 70
50 1 1 18 0 65
33 1 1 9 0 65
99 1 1 16 0 70
36 1 1 12 1 55
90 1 0 13 0 50
76 1 1 8 0 70
256 2 1 9 0 90
69 1 0 18 0 75
13 1 1 16 0 55
252 1 1 6 1 60
181 2 1 7 0 100
87 1 1 17 0 80
255 1 0 10 1 60
103 2 1 22 1 60
21 1 1 20 1 80
173 2 0 14 1 70
165 2 0 34 1 80
14 1 1 19 0 70
5 1 1 8 1 65
126 2 0 18 0 110
27 1 0 18 1 45
208 1 0 6 1 65
210 1 1 18 0 65
160 2 1 5 0 40
183 2 1 8 1 40
209 1 1 4 1 50
10 1 1 12 1 65
146 2 1 6 1 50
238 2 0 17 1 45
123 2 0 19 1 100
54 1 1 21 0 50
79 1 0 16 0 45
262 2 1 17 0 80
175 2 1 7 1 60
40 1 1 23 0 60
32 1 1 20 0 80
250 1 1 4 0 40
94 1 1 15 0 80
227 1 1 17 0 55
205 1 0 5 1 60
81 1 1 9 0 65
34 1 0 18 0 60
226 1 0 9 1 80
43 1 1 19 0 65
239 1 0 3 0 40
249 2 0 12 1 80
223 2 1 5 1 80
158 2 0 10 1 60
118 2 0 17 0 70
86 1 1 3 0 70
187 2 0 16 0 40
106 2 1 14 0 55
22 1 1 7 1 60
134 2 1 7 1 70
192 1 1 11 0 60
257 1 1 6 0 50
28 1 1 12 1 55
189 1 1 4 1 75
219 1 1 11 1 60
104 2 0 22 0 50
245 1 1 5 1 60
7 1 1 14 1 65
217 1 1 14 0 55
84 1 1 12 1 55
133 2 1 21 0 40
216 1 1 6 1 70
15 1 1 7 1 60
85 1 1 7 0 40
200 1 1 14 1 40
30 1 1 9 1 50
228 1 1 6 1 50
65 1 1 8 1 40
221 1 0 11 0 40
71 1 0 19 1 60
225 1 1 3 0 45
80 1 0 11 1 60
162 2 1 8 1 70
164 2 1 10 0 55
211 1 1 6 0 55
4 1 1 6 0 30
19 1 1 16 0 80
24 1 1 9 0 55
55 1 1 5 0 65
92 1 0 5 1 65
186 2 0 21 0 100
163 2 0 19 1 40
61 1 1 6 1 70
67 1 1 12 0 60
233 1 0 3 0 55
176 2 1 4 1 70
264 1 1 3 0 40
121 2 0 18 0 70
2 1 1 9 1 55
95 1 0 17 0 80
195 1 0 14 1 75
74 1 1 21 0 50
234 1 1 8 1 60
215 1 0 7 1 50
16 1 1 12 1 60
105 2 0 5 0 50
31 1 0 19 0 60
184 2 0 7 0 40
253 1 1 10 0 70
57 1 1 18 1 70
153 2 1 9 0 45
235 1 1 4 1 55
214 1 0 17 0 40
161 2 0 18 1 80
18 1 1 16 1 80
73 1 0 13 0 80
93 1 1 5 0 65
132 2 0 20 0 70
201 1 1 4 0 20
259 2 0 17 1 50
89 1 1 21 0 35
169 2 0 18 0 80
131 2 0 11 0 70
72 1 1 6 1 80
263 2 0 17 0 65
119 2 0 21 0 65
251 1 1 5 1 60
46 1 1 16 1 60
222 1 0 5 1 60
179 2 0 21 1 80
236 1 0 11 0 60
177 2 0 3 1 40
97 1 0 15 1 75
45 1 1 16 0 60
129 2 0 20 0 70
258 2 1 11 0 55
194 1 0 10 1 50
23 1 1 11 1 60
70 1 1 11 0 65
150 2 1 5 0 40
240 1 1 5 1 55
178 2 0 32 0 80
198 1 1 11 0 45
1 1 1 13 0 50
