ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
188 2 1 12 0 55
146 2 1 6 1 50
92 1 0 5 1 65
153 2 1 9 0 45
169 2 0 18 0 80
69 1 0 18 0 75
238 2 0 17 1 45
33 1 1 9 0 65
3 1 1 8 0 55
259 2 0 17 1 50
214 1 0 17 0 40
186 2 0 21 0 100
94 1 1 15 0 80
4 1 1 6 0 30
175 2 1 7 1 60
223 2 1 5 1 80
31 1 0 19 0 60
90 1 0 13 0 50
252 1 1 6 1 60
113 2 1 4 1 60
2 1 1 9 1 55
104 2 0 22 0 50
22 1 1 7 1 60
162 2 1 8 1 70
72 1 1 6 1 80
21 1 1 20 1 80
164 2 1 10 0 55
224 1 1 17 1 50
123 2 0 19 1 100
27 1 0 18 1 45
81 1 1 9 0 65
121 2 0 18 0 70
79 1 0 16 0 45
50 1 1 18 0 65
150 2 1 5 0 40
216 1 1 6 1 70
10 1 1 12 1 65
6 1 1 22 0 55
211 1 1 6 0 55
192 1 1 11 0 60
249 2 0 12 1 80
76 1 1 8 0 70
14 1 1 19 0 70
53 1 1 16 0 65
210 1 1 18 0 65
215 1 0 7 1 50
84 1 1 12 1 55
109 2 0 17 0 80
119 2 0 21 0 65
205 1 0 5 1 60
73 1 0 13 0 80
15 1 1 7 1 60
219 1 1 11 1 60
89 1 1 21 0 35
70 1 1 11 0 65
52 1 1 15 0 30
173 2 0 14 1 70
184 2 0 7 0 40
134 2 1 7 1 70
209 1 1 4 1 50
227 1 1 17 0 55
26 1 1 8 1 65
207 1 0 4 1 40
118 2 0 17 0 70
44 1 0 18 0 70
67 1 1 12 0 60
7 1 1 14 1 65
245 1 1 5 1 60
93 1 1 5 0 65
163 2 0 19 1 40
264 1 1 3 0 40
74 1 1 21 0 50
187 2 0 16 0 40
201 1 1 4 0 20
240 1 1 5 1 55
51 1 1 5 0 35
176 2 1 4 1 70
263 2 0 17 0 65
131 2 0 11 0 70
208 1 0 6 1 65
98 1 1 7 0 45
236 1 0 11 0 60
55 1 1 5 0 65
5 1 1 8 1 65
251 1 1 5 1 60
170 2 1 3 1 70
228 1 1 6 1 50
239 1 0 3 0 40
129 2 0 20 0 70
217 1 1 14 0 55
80 1 0 11 1 60
106 2 1 14 0 55
101 1 1 5 1 80
61 1 1 6 1 70
23 1 1 11 1 60
256 2 1 9 0 90
105 2 0 5 0 50
179 2 0 21 1 80
200 1 1 14 1 40
45 1 1 16 0 60
254 1 0 15 0 50
85 1 1 7 0 40
225 1 1 3 0 45
258 2 1 11 0 55
32 1 1 20 0 80
46 1 1 16 1 60
41 1 1 17 1 60
218 1 1 11 0 45
250 1 1 4 0 40
16 1 1 12 1 60
62 1 1 14 0 60
193 2 0 17 1 65
86 1 1 3 0 70
181 2 1 7 0 100
40 1 1 23 0 60
226 1 0 9 1 80
161 2 0 18 1 80
255 1 0 10 1 60
82 1 1 8 1 60
195 1 0 14 1 75
38 1 1 18 0 55
18 1 1 16 1 80
165 2 0 34 1 80
30 1 1 9 1 50
243 1 0 3 1 50
262 2 1 17 0 80
235 1 1 4 1 55
234 1 1 8 1 60
36 1 1 12 1 55
87 1 1 17 0 80
206 1 1 7 1 40
137 2 0 18 0 70
189 1 1 4 1 75
19 1 1 16 0 80
103 2 1 22 1 60
95 1 0 17 0 80
197 1 1 5 1 55
97 1 0 15 1 75
233 1 0 3 0 55
99 1 1 16 0 70
58 1 1 20 1 60
11 1 0 5 1 80
198 1 1 11 0 45
257 1 1 6 0 50
68 1 0 14 0 80
100 1 1 23 0 70
133 2 1 21 0 40
64 1 1 16 0 65
177 2 0 3 1 40
143 2 0 33 0 80
