ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
110 2 1 14 0 50
23 1 1 11 1 60
160 2 1 5 0 40
82 1 1 8 1 60
264 1 1 3 0 40
92 1 0 5 1 65
53 1 1 16 0 65
214 1 0 17 0 40
208 1 0 6 1 65
123 2 0 19 1 100
129 2 0 20 0 70
50 1 1 18 0 65
224 1 1 17 1 50
240 1 1 5 1 55
94 1 1 15 0 80
73 1 0 13 0 80
250 1 1 4 0 40
54 1 1 21 0 50
165 2 0 34 1 80
7 1 1 14 1 65
255 1 0 10 1 60
65 1 1 8 1 40
4 1 1 6 0 30
132 2 0 20 0 70
33 1 1 9 0 65
90 1 0 13 0 50
109 2 0 17 0 80
79 1 0 16 0 45
215 1 0 7 1 50
6 1 1 22 0 55
13 1 1 16 0 55
257 1 1 6 0 50
195 1 0 14 1 75
26 1 1 8 1 65
238 2 0 17 1 45
61 1 1 6 1 70
89 1 1 21 0 35
57 1 1 18 1 70
219 1 1 11 1 60
226 1 0 9 1 80
205 1 0 5 1 60
44 1 0 18 0 70
16 1 1 12 1 60
85 1 1 7 0 40
88 1 1 16 1 70
38 1 1 18 0 55
87 1 1 17 0 80
252 1 1 6 1 60
162 2 1 8 1 70
69 1 0 18 0 75
121 2 0 18 0 70
27 1 0 18 1 45
68 1 0 14 0 80
209 1 1 4 1 50
11 1 0 5 1 80
225 1 1 3 0 45
32 1 1 20 0 80
51 1 1 5 0 35
223 2 1 5 1 80
229 1 1 7 0 50
134 2 1 7 1 70
193 2 0 17 1 65
207 1 0 4 1 40
72 1 1 6 1 80
28 1 1 12 1 55
2 1 1 9 1 55
177 2 0 3 1 40
71 1 0 19 1 60
183 2 1 8 1 40
245 1 1 5 1 60
84 1 1 12 1 55
251 1 1 5 1 60
233 1 0 3 0 55
76 1 1 8 0 70
175 2 1 7 1 60
67 1 1 12 0 60
36 1 1 12 1 55
262 2 1 17 0 80
80 1 0 11 1 60
30 1 1 9 1 50
153 2 1 9 0 45
93 1 1 5 0 65
227 1 1 17 0 55
198 1 1 11 0 45
19 1 1 16 0 80
58 1 1 20 1 60
21 1 1 20 1 80
258 2 1 11 0 55
256 2 1 9 0 90
31 1 0 19 0 60
137 2 0 18 0 70
146 2 1 6 1 50
228 1 1 6 1 50
34 1 0 18 0 60
200 1 1 14 1 40
259 2 0 17 1 50
161 2 0 18 1 80
176 2 1 4 1 70
189 1 1 4 1 75
222 1 0 5 1 60
99 1 1 16 0 70
217 1 1 14 0 55
170 2 1 3 1 70
40 1 1 23 0 60
239 1 0 3 0 40
133 2 1 21 0 40
52 1 1 15 0 30
14 1 1 19 0 70
74 1 1 21 0 50
211 1 1 6 0 55
179 2 0 21 1 80
263 2 0 17 0 65
22 1 1 7 1 60
197 1 1 5 1 55
15 1 1 7 1 60
3 1 1 8 0 55
218 1 1 11 0 45
41 1 1 17 1 60
113 2 1 4 1 60
243 1 0 3 1 50
178 2 0 32 0 80
118 2 0 17 0 70
221 1 0 11 0 40
102 1 1 15 0 65
1 1 1 13 0 50
186 2 0 21 0 100
24 1 1 9 0 55
210 1 1 18 0 65
249 2 0 12 1 80
169 2 0 18 0 80
104 2 0 22 0 50
101 1 1 5 1 80
98 1 1 7 0 45
45 1 1 16 0 60
163 2 0 19 1 40
187 2 0 16 0 40
184 2 0 7 0 40
10 1 1 12 1 65
43 1 1 19 0 65
158 2 0 10 1 60
131 2 0 11 0 70
150 2 1 5 0 40
95 1 0 17 0 80
5 1 1 8 1 65
234 1 1 8 1 60
253 1 1 10 0 70
164 2 1 10 0 55
86 1 1 3 0 70
106 2 1 14 0 55
96 1 1 6 0 50
