ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
15 1 1 7 1 60
10 1 1 12 1 65
243 1 0 3 1 50
33 1 1 9 0 65
258 2 1 11 0 55
93 1 1 5 0 65
71 1 0 19 1 60
233 1 0 3 0 55
170 2 1 3 1 70
222 1 0 5 1 60
183 2 1 8 1 40
187 2 0 16 0 40
53 1 1 16 0 65
21 1 1 20 1 80
45 1 1 16 0 60
263 2 0 17 0 65
106 2 1 14 0 55
225 1 1 3 0 45
219 1 1 11 1 60
16 1 1 12 1 60
58 1 1 20 1 60
19 1 1 16 0 80
121 2 0 18 0 70
206 1 1 7 1 40
2 1 1 9 1 55
211 1 1 6 0 55
23 1 1 11 1 60
1 1 1 13 0 50
186 2 0 21 0 100
160 2 1 5 0 40
95 1 0 17 0 80
3 1 1 8 0 55
44 1 0 18 0 70
24 1 1 9 0 55
224 1 1 17 1 50
201 1 1 4 0 20
104 2 0 22 0 50
189 1 1 4 1 75
18 1 1 16 1 80
195 1 0 14 1 75
110 2 1 14 0 50
69 1 0 18 0 75
264 1 1 3 0 40
67 1 1 12 0 60
175 2 1 7 1 60
97 1 0 15 1 75
41 1 1 17 1 60
153 2 1 9 0 45
132 2 0 20 0 70
94 1 1 15 0 80
234 1 1 8 1 60
158 2 0 10 1 60
82 1 1 8 1 60
207 1 0 4 1 40
64 1 1 16 0 65
4 1 1 6 0 30
161 2 0 18 1 80
80 1 0 11 1 60
84 1 1 12 1 55
197 1 1 5 1 55
226 1 0 9 1 80
99 1 1 16 0 70
101 1 1 5 1 80
240 1 1 5 1 55
118 2 0 17 0 70
100 1 1 23 0 70
126 2 0 18 0 110
129 2 0 20 0 70
38 1 1 18 0 55
176 2 1 4 1 70
13 1 1 16 0 55
208 1 0 6 1 65
184 2 0 7 0 40
72 1 1 6 1 80
32 1 1 20 0 80
34 1 0 18 0 60
51 1 1 5 0 35
164 2 1 10 0 55
217 1 1 14 0 55
252 1 1 6 1 60
55 1 1 5 0 65
205 1 0 5 1 60
113 2 1 4 1 60
214 1 0 17 0 40
81 1 1 9 0 65
7 1 1 14 1 65
134 2 1 7 1 70
216 1 1 6 1 70
46 1 1 16 1 60
103 2 1 22 1 60
88 1 1 16 1 70
57 1 1 18 1 70
36 1 1 12 1 55
250 1 1 4 0 40
146 2 1 6 1 50
200 1 1 14 1 40
249 2 0 12 1 80
119 2 0 21 0 65
61 1 1 6 1 70
74 1 1 21 0 50
235 1 1 4 1 55
194 1 0 10 1 50
27 1 0 18 1 45
236 1 0 11 0 60
6 1 1 22 0 55
109 2 0 17 0 80
70 1 1 11 0 65
85 1 1 7 0 40
65 1 1 8 1 40
221 1 0 11 0 40
245 1 1 5 1 60
257 1 1 6 0 50
14 1 1 19 0 70
251 1 1 5 1 60
162 2 1 8 1 70
26 1 1 8 1 65
11 1 0 5 1 80
179 2 0 21 1 80
188 2 1 12 0 55
256 2 1 9 0 90
68 1 0 14 0 80
102 1 1 15 0 65
62 1 1 14 0 60
156 2 0 11 0 60
131 2 0 11 0 70
89 1 1 21 0 35
254 1 0 15 0 50
52 1 1 15 0 30
198 1 1 11 0 45
22 1 1 7 1 60
73 1 0 13 0 80
96 1 1 6 0 50
209 1 1 4 1 50
165 2 0 34 1 80
123 2 0 19 1 100
163 2 0 19 1 40
43 1 1 19 0 65
40 1 1 23 0 60
137 2 0 18 0 70
90 1 0 13 0 50
133 2 1 21 0 40
30 1 1 9 1 50
262 2 1 17 0 80
223 2 1 5 1 80
169 2 0 18 0 80
239 1 0 3 0 40
259 2 0 17 1 50
66 1 1 6 1 60
54 1 1 21 0 50
98 1 1 7 0 45
