ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
106 2 1 14 0 55
31 1 0 19 0 60
132 2 0 20 0 70
133 2 1 21 0 40
252 1 1 6 1 60
7 1 1 14 1 65
36 1 1 12 1 55
175 2 1 7 1 60
194 1 0 10 1 50
173 2 0 14 1 70
44 1 0 18 0 70
40 1 1 23 0 60
21 1 1 20 1 80
13 1 1 16 0 55
189 1 1 4 1 75
214 1 0 17 0 40
150 2 1 5 0 40
85 1 1 7 0 40
262 2 1 17 0 80
233 1 0 3 0 55
187 2 0 16 0 40
169 2 0 18 0 80
258 2 1 11 0 55
161 2 0 18 1 80
81 1 1 9 0 65
227 1 1 17 0 55
110 2 1 14 0 50
228 1 1 6 1 50
98 1 1 7 0 45
109 2 0 17 0 80
207 1 0 4 1 40
257 1 1 6 0 50
197 1 1 5 1 55
218 1 1 11 0 45
177 2 0 3 1 40
256 2 1 9 0 90
46 1 1 16 1 60
210 1 1 18 0 65
216 1 1 6 1 70
236 1 0 11 0 60
251 1 1 5 1 60
156 2 0 11 0 60
224 1 1 17 1 50
170 2 1 3 1 70
176 2 1 4 1 70
103 2 1 22 1 60
193 2 0 17 1 65
10 1 1 12 1 65
254 1 0 15 0 50
178 2 0 32 0 80
90 1 0 13 0 50
238 2 0 17 1 45
240 1 1 5 1 55
4 1 1 6 0 30
181 2 1 7 0 100
80 1 0 11 1 60
245 1 1 5 1 60
96 1 1 6 0 50
82 1 1 8 1 60
27 1 0 18 1 45
221 1 0 11 0 40
64 1 1 16 0 65
66 1 1 6 1 60
54 1 1 21 0 50
223 2 1 5 1 80
249 2 0 12 1 80
84 1 1 12 1 55
18 1 1 16 1 80
253 1 1 10 0 70
79 1 0 16 0 45
28 1 1 12 1 55
14 1 1 19 0 70
165 2 0 34 1 80
264 1 1 3 0 40
3 1 1 8 0 55
32 1 1 20 0 80
53 1 1 16 0 65
201 1 1 4 0 20
76 1 1 8 0 70
113 2 1 4 1 60
100 1 1 23 0 70
229 1 1 7 0 50
51 1 1 5 0 35
38 1 1 18 0 55
2 1 1 9 1 55
160 2 1 5 0 40
30 1 1 9 1 50
101 1 1 5 1 80
184 2 0 7 0 40
183 2 1 8 1 40
11 1 0 5 1 80
263 2 0 17 0 65
50 1 1 18 0 65
104 2 0 22 0 50
16 1 1 12 1 60
55 1 1 5 0 65
211 1 1 6 0 55
68 1 0 14 0 80
89 1 1 21 0 35
186 2 0 21 0 100
43 1 1 19 0 65
45 1 1 16 0 60
73 1 0 13 0 80
99 1 1 16 0 70
205 1 0 5 1 60
235 1 1 4 1 55
33 1 1 9 0 65
162 2 1 8 1 70
61 1 1 6 1 70
215 1 0 7 1 50
158 2 0 10 1 60
137 2 0 18 0 70
94 1 1 15 0 80
219 1 1 11 1 60
19 1 1 16 0 80
119 2 0 21 0 65
208 1 0 6 1 65
188 2 1 12 0 55
243 1 0 3 1 50
234 1 1 8 1 60
74 1 1 21 0 50
71 1 0 19 1 60
93 1 1 5 0 65
87 1 1 17 0 80
62 1 1 14 0 60
102 1 1 15 0 65
5 1 1 8 1 65
129 2 0 20 0 70
123 2 0 19 1 100
118 2 0 17 0 70
195 1 0 14 1 75
105 2 0 5 0 50
250 1 1 4 0 40
72 1 1 6 1 80
126 2 0 18 0 110
41 1 1 17 1 60
57 1 1 18 1 70
146 2 1 6 1 50
22 1 1 7 1 60
6 1 1 22 0 55
88 1 1 16 1 70
67 1 1 12 0 60
95 1 0 17 0 80
226 1 0 9 1 80
69 1 0 18 0 75
92 1 0 5 1 65
1 1 1 13 0 50
163 2 0 19 1 40
24 1 1 9 0 55
70 1 1 11 0 65
