ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
176 2 1 4 1 70
66 1 1 6 1 60
13 1 1 16 0 55
40 1 1 23 0 60
162 2 1 8 1 70
169 2 0 18 0 80
126 2 0 18 0 110
129 2 0 20 0 70
64 1 1 16 0 65
85 1 1 7 0 40
183 2 1 8 1 40
43 1 1 19 0 65
44 1 0 18 0 70
67 1 1 12 0 60
253 1 1 10 0 70
106 2 1 14 0 55
143 2 0 33 0 80
92 1 0 5 1 65
235 1 1 4 1 55
46 1 1 16 1 60
96 1 1 6 0 50
18 1 1 16 1 80
65 1 1 8 1 40
109 2 0 17 0 80
210 1 1 18 0 65
215 1 0 7 1 50
211 1 1 6 0 55
194 1 0 10 1 50
137 2 0 18 0 70
22 1 1 7 1 60
30 1 1 9 1 50
218 1 1 11 0 45
219 1 1 11 1 60
198 1 1 11 0 45
15 1 1 7 1 60
207 1 0 4 1 40
23 1 1 11 1 60
222 1 0 5 1 60
76 1 1 8 0 70
187 2 0 16 0 40
205 1 0 5 1 60
229 1 1 7 0 50
160 2 1 5 0 40
262 2 1 17 0 80
224 1 1 17 1 50
89 1 1 21 0 35
81 1 1 9 0 65
68 1 0 14 0 80
257 1 1 6 0 50
90 1 0 13 0 50
11 1 0 5 1 80
88 1 1 16 1 70
255 1 0 10 1 60
105 2 0 5 0 50
31 1 0 19 0 60
94 1 1 15 0 80
256 2 1 9 0 90
214 1 0 17 0 40
123 2 0 19 1 100
221 1 0 11 0 40
150 2 1 5 0 40
156 2 0 11 0 60
45 1 1 16 0 60
34 1 0 18 0 60
181 2 1 7 0 100
97 1 0 15 1 75
84 1 1 12 1 55
217 1 1 14 0 55
178 2 0 32 0 80
14 1 1 19 0 70
95 1 0 17 0 80
251 1 1 5 1 60
249 2 0 12 1 80
258 2 1 11 0 55
177 2 0 3 1 40
133 2 1 21 0 40
146 2 1 6 1 50
259 2 0 17 1 50
197 1 1 5 1 55
208 1 0 6 1 65
62 1 1 14 0 60
163 2 0 19 1 40
245 1 1 5 1 60
26 1 1 8 1 65
227 1 1 17 0 55
189 1 1 4 1 75
54 1 1 21 0 50
73 1 0 13 0 80
238 2 0 17 1 45
184 2 0 7 0 40
36 1 1 12 1 55
16 1 1 12 1 60
226 1 0 9 1 80
52 1 1 15 0 30
99 1 1 16 0 70
240 1 1 5 1 55
188 2 1 12 0 55
38 1 1 18 0 55
165 2 0 34 1 80
53 1 1 16 0 65
131 2 0 11 0 70
87 1 1 17 0 80
61 1 1 6 1 70
132 2 0 20 0 70
119 2 0 21 0 65
201 1 1 4 0 20
228 1 1 6 1 50
7 1 1 14 1 65
175 2 1 7 1 60
186 2 0 21 0 100
24 1 1 9 0 55
93 1 1 5 0 65
134 2 1 7 1 70
206 1 1 7 1 40
200 1 1 14 1 40
236 1 0 11 0 60
179 2 0 21 1 80
3 1 1 8 0 55
71 1 0 19 1 60
113 2 1 4 1 60
2 1 1 9 1 55
82 1 1 8 1 60
19 1 1 16 0 80
216 1 1 6 1 70
21 1 1 20 1 80
70 1 1 11 0 65
263 2 0 17 0 65
28 1 1 12 1 55
74 1 1 21 0 50
41 1 1 17 1 60
193 2 0 17 1 65
103 2 1 22 1 60
223 2 1 5 1 80
252 1 1 6 1 60
72 1 1 6 1 80
79 1 0 16 0 45
98 1 1 7 0 45
58 1 1 20 1 60
27 1 0 18 1 45
69 1 0 18 0 75
5 1 1 8 1 65
254 1 0 15 0 50
153 2 1 9 0 45
264 1 1 3 0 40
101 1 1 5 1 80
4 1 1 6 0 30
110 2 1 14 0 50
121 2 0 18 0 70
80 1 0 11 1 60
57 1 1 18 1 70
