ID Salary Experience Employed Education Gender Department
63 37449 4 4 8 M 3
42 36571 1 6 4 M 2
168 38242 4 21 5 M 1
50 58022 5 12 8 F 4
111 36374 5 6 2 M 4
15 68425 2 25 12 M 4
115 46098 5 14 6 F 4
149 23845 0 0 0 F 3
105 36399 6 6 4 F 4
36 54679 3 20 6 F 3
121 41612 16 22 7 M 1
3 32782 1 0 7 M 1
145 28912 1 5 0 M 4
66 38419 9 19 4 M 3
167 41340 16 22 7 M 1
69 49334 5 14 6 F 4
107 68312 2 25 12 M 4
128 56240 3 20 6 F 3
152 35590 6 3 6 F 2
110 39551 6 18 5 F 1
35 35631 4 6 4 M 4
131 36331 4 9 4 F 2
182 31616 6 7 5 F 3
157 38851 5 6 2 M 4
136 32986 6 7 5 F 3
28 51698 6 18 6 M 4
40 26578 6 0 2 F 2
181 56449 3 12 8 M 2
1 65487 0 27 12 F 4
143 37233 5 7 4 F 4
147 28999 6 5 1 M 1
120 51585 6 18 6 M 4
85 37415 4 9 4 F 2
93 65374 0 27 12 F 4
8 32920 3 15 9 F 1
99 26435 1 5 0 M 4
135 56226 3 12 8 M 2
19 36487 5 6 2 M 4
29 41889 16 22 7 M 1
12 39331 3 9 6 F 4
64 32820 6 18 5 F 1
24 29876 0 2 3 F 2
132 26478 6 0 2 F 2
11 23654 0 0 0 F 3
159 30979 11 3 3 M 1
112 39109 9 19 4 M 3
37 39743 6 9 5 F 4
21 31528 11 3 3 M 1
7 26548 1 5 0 M 4
58 42454 3 9 6 F 4
