ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
206 1 1 7 1 40
217 1 1 14 0 55
209 1 1 4 1 50
121 2 0 18 0 70
82 1 1 8 1 60
76 1 1 8 0 70
175 2 1 7 1 60
184 2 0 7 0 40
95 1 0 17 0 80
1 1 1 13 0 50
161 2 0 18 1 80
6 1 1 22 0 55
110 2 1 14 0 50
89 1 1 21 0 35
256 2 1 9 0 90
193 2 0 17 1 65
205 1 0 5 1 60
105 2 0 5 0 50
74 1 1 21 0 50
223 2 1 5 1 80
218 1 1 11 0 45
70 1 1 11 0 65
55 1 1 5 0 65
188 2 1 12 0 55
33 1 1 9 0 65
162 2 1 8 1 70
187 2 0 16 0 40
253 1 1 10 0 70
258 2 1 11 0 55
66 1 1 6 1 60
44 1 0 18 0 70
32 1 1 20 0 80
72 1 1 6 1 80
254 1 0 15 0 50
210 1 1 18 0 65
163 2 0 19 1 40
150 2 1 5 0 40
15 1 1 7 1 60
45 1 1 16 0 60
104 2 0 22 0 50
98 1 1 7 0 45
263 2 0 17 0 65
123 2 0 19 1 100
226 1 0 9 1 80
93 1 1 5 0 65
26 1 1 8 1 65
240 1 1 5 1 55
52 1 1 15 0 30
100 1 1 23 0 70
252 1 1 6 1 60
79 1 0 16 0 45
40 1 1 23 0 60
200 1 1 14 1 40
229 1 1 7 0 50
67 1 1 12 0 60
211 1 1 6 0 55
228 1 1 6 1 50
146 2 1 6 1 50
173 2 0 14 1 70
131 2 0 11 0 70
134 2 1 7 1 70
65 1 1 8 1 40
126 2 0 18 0 110
214 1 0 17 0 40
7 1 1 14 1 65
233 1 0 3 0 55
92 1 0 5 1 65
192 1 1 11 0 60
158 2 0 10 1 60
189 1 1 4 1 75
30 1 1 9 1 50
101 1 1 5 1 80
160 2 1 5 0 40
198 1 1 11 0 45
64 1 1 16 0 65
224 1 1 17 1 50
201 1 1 4 0 20
16 1 1 12 1 60
176 2 1 4 1 70
102 1 1 15 0 65
227 1 1 17 0 55
119 2 0 21 0 65
251 1 1 5 1 60
43 1 1 19 0 65
81 1 1 9 0 65
257 1 1 6 0 50
14 1 1 19 0 70
57 1 1 18 1 70
22 1 1 7 1 60
54 1 1 21 0 50
28 1 1 12 1 55
31 1 0 19 0 60
90 1 0 13 0 50
53 1 1 16 0 65
41 1 1 17 1 60
234 1 1 8 1 60
10 1 1 12 1 65
197 1 1 5 1 55
50 1 1 18 0 65
219 1 1 11 1 60
73 1 0 13 0 80
207 1 0 4 1 40
96 1 1 6 0 50
4 1 1 6 0 30
243 1 0 3 1 50
169 2 0 18 0 80
262 2 1 17 0 80
18 1 1 16 1 80
13 1 1 16 0 55
235 1 1 4 1 55
88 1 1 16 1 70
195 1 0 14 1 75
236 1 0 11 0 60
170 2 1 3 1 70
264 1 1 3 0 40
86 1 1 3 0 70
69 1 0 18 0 75
194 1 0 10 1 50
68 1 0 14 0 80
2 1 1 9 1 55
58 1 1 20 1 60
118 2 0 17 0 70
5 1 1 8 1 65
177 2 0 3 1 40
132 2 0 20 0 70
106 2 1 14 0 55
38 1 1 18 0 55
153 2 1 9 0 45
164 2 1 10 0 55
179 2 0 21 1 80
165 2 0 34 1 80
46 1 1 16 1 60
84 1 1 12 1 55
21 1 1 20 1 80
103 2 1 22 1 60
36 1 1 12 1 55
11 1 0 5 1 80
129 2 0 20 0 70
222 1 0 5 1 60
19 1 1 16 0 80
61 1 1 6 1 70
238 2 0 17 1 45
71 1 0 19 1 60
51 1 1 5 0 35
62 1 1 14 0 60
249 2 0 12 1 80
216 1 1 6 1 70
239 1 0 3 0 40
34 1 0 18 0 60
156 2 0 11 0 60
