ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
87 1 1 17 0 80
19 1 1 16 0 80
160 2 1 5 0 40
250 1 1 4 0 40
1 1 1 13 0 50
90 1 0 13 0 50
131 2 0 11 0 70
18 1 1 16 1 80
188 2 1 12 0 55
110 2 1 14 0 50
61 1 1 6 1 70
252 1 1 6 1 60
38 1 1 18 0 55
94 1 1 15 0 80
129 2 0 20 0 70
187 2 0 16 0 40
69 1 0 18 0 75
6 1 1 22 0 55
222 1 0 5 1 60
164 2 1 10 0 55
73 1 0 13 0 80
82 1 1 8 1 60
92 1 0 5 1 65
161 2 0 18 1 80
41 1 1 17 1 60
153 2 1 9 0 45
194 1 0 10 1 50
158 2 0 10 1 60
50 1 1 18 0 65
97 1 0 15 1 75
165 2 0 34 1 80
46 1 1 16 1 60
214 1 0 17 0 40
256 2 1 9 0 90
76 1 1 8 0 70
102 1 1 15 0 65
28 1 1 12 1 55
229 1 1 7 0 50
197 1 1 5 1 55
169 2 0 18 0 80
58 1 1 20 1 60
93 1 1 5 0 65
205 1 0 5 1 60
34 1 0 18 0 60
215 1 0 7 1 50
119 2 0 21 0 65
14 1 1 19 0 70
7 1 1 14 1 65
238 2 0 17 1 45
57 1 1 18 1 70
227 1 1 17 0 55
121 2 0 18 0 70
176 2 1 4 1 70
224 1 1 17 1 50
150 2 1 5 0 40
74 1 1 21 0 50
104 2 0 22 0 50
22 1 1 7 1 60
23 1 1 11 1 60
132 2 0 20 0 70
163 2 0 19 1 40
193 2 0 17 1 65
236 1 0 11 0 60
32 1 1 20 0 80
31 1 0 19 0 60
134 2 1 7 1 70
66 1 1 6 1 60
198 1 1 11 0 45
208 1 0 6 1 65
85 1 1 7 0 40
221 1 0 11 0 40
179 2 0 21 1 80
72 1 1 6 1 80
79 1 0 16 0 45
113 2 1 4 1 60
178 2 0 32 0 80
183 2 1 8 1 40
133 2 1 21 0 40
195 1 0 14 1 75
218 1 1 11 0 45
184 2 0 7 0 40
216 1 1 6 1 70
254 1 0 15 0 50
24 1 1 9 0 55
258 2 1 11 0 55
201 1 1 4 0 20
95 1 0 17 0 80
27 1 0 18 1 45
96 1 1 6 0 50
68 1 0 14 0 80
13 1 1 16 0 55
189 1 1 4 1 75
53 1 1 16 0 65
259 2 0 17 1 50
175 2 1 7 1 60
146 2 1 6 1 50
209 1 1 4 1 50
177 2 0 3 1 40
103 2 1 22 1 60
100 1 1 23 0 70
156 2 0 11 0 60
192 1 1 11 0 60
4 1 1 6 0 30
251 1 1 5 1 60
26 1 1 8 1 65
86 1 1 3 0 70
219 1 1 11 1 60
67 1 1 12 0 60
118 2 0 17 0 70
217 1 1 14 0 55
109 2 0 17 0 80
101 1 1 5 1 80
2 1 1 9 1 55
98 1 1 7 0 45
45 1 1 16 0 60
206 1 1 7 1 40
105 2 0 5 0 50
233 1 0 3 0 55
10 1 1 12 1 65
40 1 1 23 0 60
210 1 1 18 0 65
162 2 1 8 1 70
21 1 1 20 1 80
181 2 1 7 0 100
33 1 1 9 0 65
249 2 0 12 1 80
16 1 1 12 1 60
253 1 1 10 0 70
54 1 1 21 0 50
126 2 0 18 0 110
88 1 1 16 1 70
257 1 1 6 0 50
228 1 1 6 1 50
234 1 1 8 1 60
84 1 1 12 1 55
243 1 0 3 1 50
186 2 0 21 0 100
3 1 1 8 0 55
55 1 1 5 0 65
211 1 1 6 0 55
264 1 1 3 0 40
170 2 1 3 1 70
262 2 1 17 0 80
173 2 0 14 1 70
245 1 1 5 1 60
226 1 0 9 1 80
123 2 0 19 1 100
255 1 0 10 1 60
65 1 1 8 1 40
44 1 0 18 0 70
