ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
126 2 0 18 0 110
15 1 1 7 1 60
161 2 0 18 1 80
64 1 1 16 0 65
226 1 0 9 1 80
228 1 1 6 1 50
255 1 0 10 1 60
73 1 0 13 0 80
249 2 0 12 1 80
146 2 1 6 1 50
129 2 0 20 0 70
66 1 1 6 1 60
262 2 1 17 0 80
1 1 1 13 0 50
222 1 0 5 1 60
100 1 1 23 0 70
193 2 0 17 1 65
3 1 1 8 0 55
256 2 1 9 0 90
123 2 0 19 1 100
205 1 0 5 1 60
36 1 1 12 1 55
258 2 1 11 0 55
61 1 1 6 1 70
94 1 1 15 0 80
19 1 1 16 0 80
216 1 1 6 1 70
67 1 1 12 0 60
85 1 1 7 0 40
218 1 1 11 0 45
224 1 1 17 1 50
11 1 0 5 1 80
234 1 1 8 1 60
97 1 0 15 1 75
32 1 1 20 0 80
14 1 1 19 0 70
150 2 1 5 0 40
187 2 0 16 0 40
43 1 1 19 0 65
55 1 1 5 0 65
31 1 0 19 0 60
211 1 1 6 0 55
50 1 1 18 0 65
41 1 1 17 1 60
69 1 0 18 0 75
76 1 1 8 0 70
217 1 1 14 0 55
51 1 1 5 0 35
118 2 0 17 0 70
23 1 1 11 1 60
229 1 1 7 0 50
178 2 0 32 0 80
250 1 1 4 0 40
137 2 0 18 0 70
21 1 1 20 1 80
233 1 0 3 0 55
194 1 0 10 1 50
79 1 0 16 0 45
164 2 1 10 0 55
235 1 1 4 1 55
239 1 0 3 0 40
54 1 1 21 0 50
206 1 1 7 1 40
104 2 0 22 0 50
65 1 1 8 1 40
52 1 1 15 0 30
183 2 1 8 1 40
28 1 1 12 1 55
254 1 0 15 0 50
62 1 1 14 0 60
162 2 1 8 1 70
113 2 1 4 1 60
4 1 1 6 0 30
102 1 1 15 0 65
131 2 0 11 0 70
70 1 1 11 0 65
251 1 1 5 1 60
89 1 1 21 0 35
87 1 1 17 0 80
10 1 1 12 1 65
46 1 1 16 1 60
252 1 1 6 1 60
24 1 1 9 0 55
263 2 0 17 0 65
236 1 0 11 0 60
90 1 0 13 0 50
68 1 0 14 0 80
192 1 1 11 0 60
27 1 0 18 1 45
198 1 1 11 0 45
93 1 1 5 0 65
33 1 1 9 0 65
18 1 1 16 1 80
169 2 0 18 0 80
101 1 1 5 1 80
71 1 0 19 1 60
81 1 1 9 0 65
40 1 1 23 0 60
210 1 1 18 0 65
133 2 1 21 0 40
264 1 1 3 0 40
179 2 0 21 1 80
165 2 0 34 1 80
153 2 1 9 0 45
7 1 1 14 1 65
132 2 0 20 0 70
88 1 1 16 1 70
181 2 1 7 0 100
225 1 1 3 0 45
72 1 1 6 1 80
26 1 1 8 1 65
257 1 1 6 0 50
186 2 0 21 0 100
45 1 1 16 0 60
109 2 0 17 0 80
53 1 1 16 0 65
38 1 1 18 0 55
82 1 1 8 1 60
223 2 1 5 1 80
34 1 0 18 0 60
214 1 0 17 0 40
259 2 0 17 1 50
184 2 0 7 0 40
2 1 1 9 1 55
86 1 1 3 0 70
57 1 1 18 1 70
6 1 1 22 0 55
98 1 1 7 0 45
189 1 1 4 1 75
16 1 1 12 1 60
176 2 1 4 1 70
195 1 0 14 1 75
240 1 1 5 1 55
13 1 1 16 0 55
219 1 1 11 1 60
121 2 0 18 0 70
175 2 1 7 1 60
80 1 0 11 1 60
99 1 1 16 0 70
5 1 1 8 1 65
84 1 1 12 1 55
106 2 1 14 0 55
209 1 1 4 1 50
103 2 1 22 1 60
160 2 1 5 0 40
208 1 0 6 1 65
207 1 0 4 1 40
188 2 1 12 0 55
201 1 1 4 0 20
173 2 0 14 1 70
