ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
209 1 1 4 1 50
183 2 1 8 1 40
4 1 1 6 0 30
156 2 0 11 0 60
211 1 1 6 0 55
251 1 1 5 1 60
188 2 1 12 0 55
50 1 1 18 0 65
71 1 0 19 1 60
256 2 1 9 0 90
24 1 1 9 0 55
13 1 1 16 0 55
66 1 1 6 1 60
72 1 1 6 1 80
249 2 0 12 1 80
178 2 0 32 0 80
201 1 1 4 0 20
68 1 0 14 0 80
222 1 0 5 1 60
161 2 0 18 1 80
253 1 1 10 0 70
55 1 1 5 0 65
225 1 1 3 0 45
11 1 0 5 1 80
123 2 0 19 1 100
32 1 1 20 0 80
85 1 1 7 0 40
263 2 0 17 0 65
103 2 1 22 1 60
235 1 1 4 1 55
90 1 0 13 0 50
158 2 0 10 1 60
259 2 0 17 1 50
233 1 0 3 0 55
97 1 0 15 1 75
192 1 1 11 0 60
94 1 1 15 0 80
207 1 0 4 1 40
250 1 1 4 0 40
26 1 1 8 1 65
57 1 1 18 1 70
238 2 0 17 1 45
28 1 1 12 1 55
41 1 1 17 1 60
216 1 1 6 1 70
106 2 1 14 0 55
162 2 1 8 1 70
255 1 0 10 1 60
1 1 1 13 0 50
10 1 1 12 1 65
6 1 1 22 0 55
64 1 1 16 0 65
132 2 0 20 0 70
229 1 1 7 0 50
264 1 1 3 0 40
38 1 1 18 0 55
133 2 1 21 0 40
70 1 1 11 0 65
119 2 0 21 0 65
195 1 0 14 1 75
87 1 1 17 0 80
105 2 0 5 0 50
262 2 1 17 0 80
14 1 1 19 0 70
31 1 0 19 0 60
76 1 1 8 0 70
194 1 0 10 1 50
45 1 1 16 0 60
34 1 0 18 0 60
169 2 0 18 0 80
40 1 1 23 0 60
173 2 0 14 1 70
61 1 1 6 1 70
210 1 1 18 0 65
228 1 1 6 1 50
197 1 1 5 1 55
164 2 1 10 0 55
43 1 1 19 0 65
126 2 0 18 0 110
65 1 1 8 1 40
184 2 0 7 0 40
215 1 0 7 1 50
221 1 0 11 0 40
104 2 0 22 0 50
131 2 0 11 0 70
121 2 0 18 0 70
198 1 1 11 0 45
95 1 0 17 0 80
82 1 1 8 1 60
52 1 1 15 0 30
79 1 0 16 0 45
69 1 0 18 0 75
27 1 0 18 1 45
254 1 0 15 0 50
218 1 1 11 0 45
200 1 1 14 1 40
206 1 1 7 1 40
21 1 1 20 1 80
226 1 0 9 1 80
150 2 1 5 0 40
176 2 1 4 1 70
129 2 0 20 0 70
214 1 0 17 0 40
93 1 1 5 0 65
102 1 1 15 0 65
62 1 1 14 0 60
88 1 1 16 1 70
153 2 1 9 0 45
223 2 1 5 1 80
109 2 0 17 0 80
3 1 1 8 0 55
258 2 1 11 0 55
16 1 1 12 1 60
243 1 0 3 1 50
175 2 1 7 1 60
44 1 0 18 0 70
99 1 1 16 0 70
81 1 1 9 0 65
36 1 1 12 1 55
160 2 1 5 0 40
219 1 1 11 1 60
22 1 1 7 1 60
236 1 0 11 0 60
67 1 1 12 0 60
189 1 1 4 1 75
227 1 1 17 0 55
30 1 1 9 1 50
51 1 1 5 0 35
74 1 1 21 0 50
84 1 1 12 1 55
177 2 0 3 1 40
239 1 0 3 0 40
205 1 0 5 1 60
110 2 1 14 0 50
23 1 1 11 1 60
18 1 1 16 1 80
187 2 0 16 0 40
257 1 1 6 0 50
101 1 1 5 1 80
7 1 1 14 1 65
193 2 0 17 1 65
234 1 1 8 1 60
118 2 0 17 0 70
15 1 1 7 1 60
54 1 1 21 0 50
73 1 0 13 0 80
217 1 1 14 0 55
19 1 1 16 0 80
208 1 0 6 1 65
80 1 0 11 1 60
