ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
250 1 1 4 0 40
65 1 1 8 1 40
100 1 1 23 0 70
118 2 0 17 0 70
173 2 0 14 1 70
146 2 1 6 1 50
10 1 1 12 1 65
178 2 0 32 0 80
119 2 0 21 0 65
179 2 0 21 1 80
217 1 1 14 0 55
263 2 0 17 0 65
80 1 0 11 1 60
134 2 1 7 1 70
158 2 0 10 1 60
110 2 1 14 0 50
169 2 0 18 0 80
207 1 0 4 1 40
15 1 1 7 1 60
89 1 1 21 0 35
28 1 1 12 1 55
137 2 0 18 0 70
200 1 1 14 1 40
51 1 1 5 0 35
21 1 1 20 1 80
90 1 0 13 0 50
87 1 1 17 0 80
61 1 1 6 1 70
221 1 0 11 0 40
99 1 1 16 0 70
26 1 1 8 1 65
223 2 1 5 1 80
36 1 1 12 1 55
106 2 1 14 0 55
98 1 1 7 0 45
16 1 1 12 1 60
218 1 1 11 0 45
68 1 0 14 0 80
94 1 1 15 0 80
216 1 1 6 1 70
3 1 1 8 0 55
262 2 1 17 0 80
32 1 1 20 0 80
70 1 1 11 0 65
69 1 0 18 0 75
183 2 1 8 1 40
73 1 0 13 0 80
50 1 1 18 0 65
150 2 1 5 0 40
40 1 1 23 0 60
52 1 1 15 0 30
189 1 1 4 1 75
181 2 1 7 0 100
251 1 1 5 1 60
160 2 1 5 0 40
5 1 1 8 1 65
198 1 1 11 0 45
254 1 0 15 0 50
88 1 1 16 1 70
76 1 1 8 0 70
175 2 1 7 1 60
222 1 0 5 1 60
72 1 1 6 1 80
208 1 0 6 1 65
253 1 1 10 0 70
53 1 1 16 0 65
240 1 1 5 1 55
113 2 1 4 1 60
121 2 0 18 0 70
27 1 0 18 1 45
86 1 1 3 0 70
58 1 1 20 1 60
96 1 1 6 0 50
109 2 0 17 0 80
74 1 1 21 0 50
95 1 0 17 0 80
54 1 1 21 0 50
210 1 1 18 0 65
11 1 0 5 1 80
211 1 1 6 0 55
133 2 1 21 0 40
226 1 0 9 1 80
243 1 0 3 1 50
43 1 1 19 0 65
123 2 0 19 1 100
132 2 0 20 0 70
186 2 0 21 0 100
46 1 1 16 1 60
153 2 1 9 0 45
38 1 1 18 0 55
164 2 1 10 0 55
33 1 1 9 0 65
64 1 1 16 0 65
1 1 1 13 0 50
2 1 1 9 1 55
7 1 1 14 1 65
219 1 1 11 1 60
81 1 1 9 0 65
101 1 1 5 1 80
184 2 0 7 0 40
234 1 1 8 1 60
227 1 1 17 0 55
18 1 1 16 1 80
23 1 1 11 1 60
224 1 1 17 1 50
197 1 1 5 1 55
14 1 1 19 0 70
19 1 1 16 0 80
236 1 0 11 0 60
257 1 1 6 0 50
249 2 0 12 1 80
194 1 0 10 1 50
215 1 0 7 1 50
195 1 0 14 1 75
62 1 1 14 0 60
245 1 1 5 1 60
92 1 0 5 1 65
4 1 1 6 0 30
228 1 1 6 1 50
67 1 1 12 0 60
129 2 0 20 0 70
256 2 1 9 0 90
131 2 0 11 0 70
209 1 1 4 1 50
6 1 1 22 0 55
79 1 0 16 0 45
44 1 0 18 0 70
102 1 1 15 0 65
161 2 0 18 1 80
163 2 0 19 1 40
55 1 1 5 0 65
264 1 1 3 0 40
206 1 1 7 1 40
229 1 1 7 0 50
170 2 1 3 1 70
188 2 1 12 0 55
201 1 1 4 0 20
162 2 1 8 1 70
233 1 0 3 0 55
255 1 0 10 1 60
45 1 1 16 0 60
187 2 0 16 0 40
258 2 1 11 0 55
104 2 0 22 0 50
24 1 1 9 0 55
205 1 0 5 1 60
71 1 0 19 1 60
259 2 0 17 1 50
103 2 1 22 1 60
176 2 1 4 1 70
