ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
69 1 0 18 0 75
74 1 1 21 0 50
264 1 1 3 0 40
106 2 1 14 0 55
105 2 0 5 0 50
236 1 0 11 0 60
87 1 1 17 0 80
41 1 1 17 1 60
201 1 1 4 0 20
67 1 1 12 0 60
217 1 1 14 0 55
26 1 1 8 1 65
239 1 0 3 0 40
200 1 1 14 1 40
73 1 0 13 0 80
110 2 1 14 0 50
32 1 1 20 0 80
46 1 1 16 1 60
102 1 1 15 0 65
186 2 0 21 0 100
156 2 0 11 0 60
194 1 0 10 1 50
79 1 0 16 0 45
205 1 0 5 1 60
51 1 1 5 0 35
94 1 1 15 0 80
178 2 0 32 0 80
99 1 1 16 0 70
150 2 1 5 0 40
219 1 1 11 1 60
43 1 1 19 0 65
173 2 0 14 1 70
93 1 1 5 0 65
215 1 0 7 1 50
88 1 1 16 1 70
176 2 1 4 1 70
253 1 1 10 0 70
21 1 1 20 1 80
4 1 1 6 0 30
249 2 0 12 1 80
31 1 0 19 0 60
109 2 0 17 0 80
2 1 1 9 1 55
225 1 1 3 0 45
162 2 1 8 1 70
256 2 1 9 0 90
97 1 0 15 1 75
80 1 0 11 1 60
164 2 1 10 0 55
195 1 0 14 1 75
235 1 1 4 1 55
250 1 1 4 0 40
18 1 1 16 1 80
81 1 1 9 0 65
104 2 0 22 0 50
223 2 1 5 1 80
163 2 0 19 1 40
84 1 1 12 1 55
146 2 1 6 1 50
123 2 0 19 1 100
36 1 1 12 1 55
210 1 1 18 0 65
137 2 0 18 0 70
187 2 0 16 0 40
161 2 0 18 1 80
23 1 1 11 1 60
262 2 1 17 0 80
252 1 1 6 1 60
100 1 1 23 0 70
257 1 1 6 0 50
22 1 1 7 1 60
132 2 0 20 0 70
245 1 1 5 1 60
222 1 0 5 1 60
3 1 1 8 0 55
189 1 1 4 1 75
118 2 0 17 0 70
68 1 0 14 0 80
5 1 1 8 1 65
216 1 1 6 1 70
54 1 1 21 0 50
170 2 1 3 1 70
258 2 1 11 0 55
58 1 1 20 1 60
181 2 1 7 0 100
179 2 0 21 1 80
197 1 1 5 1 55
254 1 0 15 0 50
14 1 1 19 0 70
234 1 1 8 1 60
228 1 1 6 1 50
40 1 1 23 0 60
218 1 1 11 0 45
208 1 0 6 1 65
27 1 0 18 1 45
70 1 1 11 0 65
61 1 1 6 1 70
89 1 1 21 0 35
19 1 1 16 0 80
255 1 0 10 1 60
143 2 0 33 0 80
165 2 0 34 1 80
119 2 0 21 0 65
44 1 0 18 0 70
243 1 0 3 1 50
226 1 0 9 1 80
10 1 1 12 1 65
233 1 0 3 0 55
126 2 0 18 0 110
214 1 0 17 0 40
193 2 0 17 1 65
52 1 1 15 0 30
90 1 0 13 0 50
34 1 0 18 0 60
24 1 1 9 0 55
11 1 0 5 1 80
33 1 1 9 0 65
224 1 1 17 1 50
184 2 0 7 0 40
177 2 0 3 1 40
62 1 1 14 0 60
129 2 0 20 0 70
240 1 1 5 1 55
209 1 1 4 1 50
55 1 1 5 0 65
251 1 1 5 1 60
1 1 1 13 0 50
64 1 1 16 0 65
98 1 1 7 0 45
153 2 1 9 0 45
76 1 1 8 0 70
45 1 1 16 0 60
86 1 1 3 0 70
92 1 0 5 1 65
72 1 1 6 1 80
229 1 1 7 0 50
183 2 1 8 1 40
28 1 1 12 1 55
211 1 1 6 0 55
207 1 0 4 1 40
6 1 1 22 0 55
259 2 0 17 1 50
38 1 1 18 0 55
103 2 1 22 1 60
131 2 0 11 0 70
160 2 1 5 0 40
71 1 0 19 1 60
238 2 0 17 1 45
30 1 1 9 1 50
133 2 1 21 0 40
