ID Salary Experience Employed Education Gender Department
77 72369 3 22 10 M 4
152 35590 6 3 6 F 2
74 54821 6 18 6 M 4
36 54679 3 20 6 F 3
117 43574 9 6 4 M 2
58 42454 3 9 6 F 4
112 39109 9 19 4 M 3
153 70789 2 25 12 M 4
103 25215 0 0 0 F 3
45 24749 2 6 0 F 1
98 35374 2 8 2 F 4
116 29776 0 2 3 F 2
73 54105 0 25 6 M 3
183 24200 2 6 0 F 1
172 28436 1 0 4 F 1
164 38436 7 18 9 M 1
118 38708 7 18 9 M 1
175 42107 6 9 5 F 4
120 51585 6 18 6 M 4
94 46071 3 20 4 M 4
9 29548 6 5 1 M 1
34 28985 1 0 4 F 1
86 27562 6 0 2 F 2
11 23654 0 0 0 F 3
166 54062 6 18 6 M 4
159 30979 11 3 3 M 1
2 46184 3 20 4 M 4
137 24472 2 6 0 F 1
65 39610 5 6 2 M 4
10 34231 2 6 6 M 4
173 37995 4 6 4 M 4
102 34118 2 6 6 M 4
150 41695 3 9 6 F 4
50 58022 5 12 8 F 4
46 26452 3 1 2 F 4
123 69133 3 22 10 M 4
84 44378 4 9 6 M 4
55 22540 6 5 1 M 1
76 31783 4 21 5 M 1
64 32820 6 18 5 F 1
154 35591 5 9 4 F 2
140 48548 3 20 4 M 4
176 43619 4 9 6 M 4
131 36331 4 9 4 F 2
125 34874 6 9 2 F 4
139 67851 0 27 12 F 4
130 41142 4 9 6 M 4
31 69246 3 22 10 M 4
134 36471 1 6 4 M 2
49 25774 1 0 7 M 1
