ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
161 2 0 18 1 80
51 1 1 5 0 35
52 1 1 15 0 30
243 1 0 3 1 50
44 1 0 18 0 70
71 1 0 19 1 60
61 1 1 6 1 70
85 1 1 7 0 40
219 1 1 11 1 60
14 1 1 19 0 70
62 1 1 14 0 60
90 1 0 13 0 50
6 1 1 22 0 55
226 1 0 9 1 80
118 2 0 17 0 70
252 1 1 6 1 60
209 1 1 4 1 50
69 1 0 18 0 75
109 2 0 17 0 80
176 2 1 4 1 70
210 1 1 18 0 65
186 2 0 21 0 100
263 2 0 17 0 65
223 2 1 5 1 80
105 2 0 5 0 50
211 1 1 6 0 55
2 1 1 9 1 55
259 2 0 17 1 50
179 2 0 21 1 80
82 1 1 8 1 60
28 1 1 12 1 55
41 1 1 17 1 60
162 2 1 8 1 70
235 1 1 4 1 55
221 1 0 11 0 40
257 1 1 6 0 50
32 1 1 20 0 80
10 1 1 12 1 65
34 1 0 18 0 60
177 2 0 3 1 40
97 1 0 15 1 75
45 1 1 16 0 60
215 1 0 7 1 50
80 1 0 11 1 60
195 1 0 14 1 75
132 2 0 20 0 70
65 1 1 8 1 40
38 1 1 18 0 55
113 2 1 4 1 60
184 2 0 7 0 40
198 1 1 11 0 45
208 1 0 6 1 65
4 1 1 6 0 30
26 1 1 8 1 65
89 1 1 21 0 35
175 2 1 7 1 60
187 2 0 16 0 40
131 2 0 11 0 70
170 2 1 3 1 70
150 2 1 5 0 40
55 1 1 5 0 65
110 2 1 14 0 50
67 1 1 12 0 60
3 1 1 8 0 55
236 1 0 11 0 60
217 1 1 14 0 55
225 1 1 3 0 45
254 1 0 15 0 50
228 1 1 6 1 50
264 1 1 3 0 40
134 2 1 7 1 70
121 2 0 18 0 70
137 2 0 18 0 70
256 2 1 9 0 90
106 2 1 14 0 55
58 1 1 20 1 60
30 1 1 9 1 50
249 2 0 12 1 80
101 1 1 5 1 80
16 1 1 12 1 60
123 2 0 19 1 100
19 1 1 16 0 80
229 1 1 7 0 50
79 1 0 16 0 45
54 1 1 21 0 50
224 1 1 17 1 50
99 1 1 16 0 70
133 2 1 21 0 40
22 1 1 7 1 60
153 2 1 9 0 45
129 2 0 20 0 70
24 1 1 9 0 55
15 1 1 7 1 60
21 1 1 20 1 80
234 1 1 8 1 60
103 2 1 22 1 60
156 2 0 11 0 60
84 1 1 12 1 55
253 1 1 10 0 70
250 1 1 4 0 40
81 1 1 9 0 65
255 1 0 10 1 60
53 1 1 16 0 65
165 2 0 34 1 80
98 1 1 7 0 45
126 2 0 18 0 110
227 1 1 17 0 55
262 2 1 17 0 80
207 1 0 4 1 40
178 2 0 32 0 80
258 2 1 11 0 55
23 1 1 11 1 60
64 1 1 16 0 65
46 1 1 16 1 60
160 2 1 5 0 40
192 1 1 11 0 60
251 1 1 5 1 60
189 1 1 4 1 75
70 1 1 11 0 65
205 1 0 5 1 60
183 2 1 8 1 40
66 1 1 6 1 60
33 1 1 9 0 65
188 2 1 12 0 55
200 1 1 14 1 40
158 2 0 10 1 60
181 2 1 7 0 100
68 1 0 14 0 80
86 1 1 3 0 70
88 1 1 16 1 70
43 1 1 19 0 65
11 1 0 5 1 80
163 2 0 19 1 40
7 1 1 14 1 65
193 2 0 17 1 65
1 1 1 13 0 50
201 1 1 4 0 20
146 2 1 6 1 50
50 1 1 18 0 65
143 2 0 33 0 80
169 2 0 18 0 80
95 1 0 17 0 80
119 2 0 21 0 65
173 2 0 14 1 70
197 1 1 5 1 55
233 1 0 3 0 55
92 1 0 5 1 65
13 1 1 16 0 55
76 1 1 8 0 70
218 1 1 11 0 45
