ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
27 1 0 18 1 45
183 2 1 8 1 40
4 1 1 6 0 30
6 1 1 22 0 55
97 1 0 15 1 75
46 1 1 16 1 60
55 1 1 5 0 65
67 1 1 12 0 60
209 1 1 4 1 50
118 2 0 17 0 70
181 2 1 7 0 100
163 2 0 19 1 40
194 1 0 10 1 50
201 1 1 4 0 20
195 1 0 14 1 75
23 1 1 11 1 60
84 1 1 12 1 55
36 1 1 12 1 55
240 1 1 5 1 55
153 2 1 9 0 45
207 1 0 4 1 40
224 1 1 17 1 50
43 1 1 19 0 65
65 1 1 8 1 40
226 1 0 9 1 80
94 1 1 15 0 80
61 1 1 6 1 70
87 1 1 17 0 80
225 1 1 3 0 45
41 1 1 17 1 60
18 1 1 16 1 80
255 1 0 10 1 60
222 1 0 5 1 60
57 1 1 18 1 70
205 1 0 5 1 60
193 2 0 17 1 65
179 2 0 21 1 80
110 2 1 14 0 50
2 1 1 9 1 55
177 2 0 3 1 40
208 1 0 6 1 65
104 2 0 22 0 50
28 1 1 12 1 55
95 1 0 17 0 80
19 1 1 16 0 80
206 1 1 7 1 40
197 1 1 5 1 55
156 2 0 11 0 60
44 1 0 18 0 70
211 1 1 6 0 55
229 1 1 7 0 50
146 2 1 6 1 50
50 1 1 18 0 65
123 2 0 19 1 100
21 1 1 20 1 80
137 2 0 18 0 70
58 1 1 20 1 60
192 1 1 11 0 60
133 2 1 21 0 40
178 2 0 32 0 80
256 2 1 9 0 90
71 1 0 19 1 60
113 2 1 4 1 60
72 1 1 6 1 80
66 1 1 6 1 60
69 1 0 18 0 75
70 1 1 11 0 65
150 2 1 5 0 40
187 2 0 16 0 40
251 1 1 5 1 60
99 1 1 16 0 70
26 1 1 8 1 65
250 1 1 4 0 40
126 2 0 18 0 110
93 1 1 5 0 65
52 1 1 15 0 30
234 1 1 8 1 60
162 2 1 8 1 70
264 1 1 3 0 40
74 1 1 21 0 50
105 2 0 5 0 50
53 1 1 16 0 65
238 2 0 17 1 45
101 1 1 5 1 80
121 2 0 18 0 70
106 2 1 14 0 55
235 1 1 4 1 55
245 1 1 5 1 60
228 1 1 6 1 50
216 1 1 6 1 70
161 2 0 18 1 80
169 2 0 18 0 80
219 1 1 11 1 60
98 1 1 7 0 45
218 1 1 11 0 45
200 1 1 14 1 40
170 2 1 3 1 70
81 1 1 9 0 65
86 1 1 3 0 70
129 2 0 20 0 70
90 1 0 13 0 50
79 1 0 16 0 45
175 2 1 7 1 60
1 1 1 13 0 50
62 1 1 14 0 60
22 1 1 7 1 60
239 1 0 3 0 40
249 2 0 12 1 80
259 2 0 17 1 50
227 1 1 17 0 55
119 2 0 21 0 65
88 1 1 16 1 70
30 1 1 9 1 50
262 2 1 17 0 80
54 1 1 21 0 50
109 2 0 17 0 80
160 2 1 5 0 40
34 1 0 18 0 60
103 2 1 22 1 60
24 1 1 9 0 55
68 1 0 14 0 80
210 1 1 18 0 65
40 1 1 23 0 60
89 1 1 21 0 35
15 1 1 7 1 60
32 1 1 20 0 80
258 2 1 11 0 55
253 1 1 10 0 70
14 1 1 19 0 70
223 2 1 5 1 80
236 1 0 11 0 60
132 2 0 20 0 70
80 1 0 11 1 60
134 2 1 7 1 70
173 2 0 14 1 70
165 2 0 34 1 80
263 2 0 17 0 65
76 1 1 8 0 70
102 1 1 15 0 65
143 2 0 33 0 80
189 1 1 4 1 75
215 1 0 7 1 50
243 1 0 3 1 50
186 2 0 21 0 100
51 1 1 5 0 35
7 1 1 14 1 65
217 1 1 14 0 55
131 2 0 11 0 70
233 1 0 3 0 55
45 1 1 16 0 60
