ID Salary Experience Employed Education Gender Department
16 35468 5 9 4 F 2
31 69246 3 22 10 M 4
86 27562 6 0 2 F 2
155 36769 4 4 8 M 3
70 30860 0 2 3 F 2
97 34756 5 7 4 F 4
136 32986 6 7 5 F 3
53 29671 1 5 0 M 4
24 29876 0 2 3 F 2
73 54105 0 25 6 M 3
36 54679 3 20 6 F 3
148 36595 2 6 6 M 4
44 31425 6 7 5 F 3
160 36996 4 5 4 M 4
105 36399 6 6 4 F 4
30 38791 4 21 5 M 1
48 49307 3 20 4 M 4
54 25912 3 15 9 F 1
64 32820 6 18 5 F 1
12 39331 3 9 6 F 4
168 38242 4 21 5 M 1
153 70789 2 25 12 M 4
129 39630 6 9 5 F 4
158 37739 9 19 4 M 3
101 29271 6 5 1 M 1
11 23654 0 0 0 F 3
65 39610 5 6 2 M 4
121 41612 16 22 7 M 1
91 17741 2 6 0 F 1
15 68425 2 25 12 M 4
23 46211 5 14 6 F 4
172 28436 1 0 4 F 1
114 34519 4 5 4 M 4
81 38754 4 6 4 M 4
171 37351 6 9 2 F 4
22 34632 4 5 4 M 4
127 35518 4 6 4 M 4
147 28999 6 5 1 M 1
66 38419 9 19 4 M 3
8 32920 3 15 9 F 1
124 48582 19 6 8 M 4
17 36578 4 4 8 M 3
117 43574 9 6 4 M 2
26 38985 7 18 9 M 1
29 41889 16 22 7 M 1
111 36374 5 6 2 M 4
20 37548 9 19 4 M 3
166 54062 6 18 6 M 4
154 35591 5 9 4 F 2
87 48407 5 15 6 M 3
