ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
243 1 0 3 1 50
7 1 1 14 1 65
69 1 0 18 0 75
43 1 1 19 0 65
252 1 1 6 1 60
160 2 1 5 0 40
94 1 1 15 0 80
175 2 1 7 1 60
51 1 1 5 0 35
208 1 0 6 1 65
153 2 1 9 0 45
239 1 0 3 0 40
143 2 0 33 0 80
118 2 0 17 0 70
38 1 1 18 0 55
235 1 1 4 1 55
129 2 0 20 0 70
262 2 1 17 0 80
66 1 1 6 1 60
165 2 0 34 1 80
93 1 1 5 0 65
96 1 1 6 0 50
161 2 0 18 1 80
32 1 1 20 0 80
255 1 0 10 1 60
104 2 0 22 0 50
194 1 0 10 1 50
178 2 0 32 0 80
181 2 1 7 0 100
197 1 1 5 1 55
81 1 1 9 0 65
74 1 1 21 0 50
45 1 1 16 0 60
28 1 1 12 1 55
110 2 1 14 0 50
92 1 0 5 1 65
211 1 1 6 0 55
24 1 1 9 0 55
229 1 1 7 0 50
76 1 1 8 0 70
192 1 1 11 0 60
15 1 1 7 1 60
14 1 1 19 0 70
156 2 0 11 0 60
46 1 1 16 1 60
31 1 0 19 0 60
98 1 1 7 0 45
85 1 1 7 0 40
257 1 1 6 0 50
177 2 0 3 1 40
225 1 1 3 0 45
158 2 0 10 1 60
23 1 1 11 1 60
44 1 0 18 0 70
89 1 1 21 0 35
215 1 0 7 1 50
150 2 1 5 0 40
90 1 0 13 0 50
210 1 1 18 0 65
228 1 1 6 1 50
253 1 1 10 0 70
88 1 1 16 1 70
5 1 1 8 1 65
80 1 0 11 1 60
200 1 1 14 1 40
19 1 1 16 0 80
79 1 0 16 0 45
106 2 1 14 0 55
226 1 0 9 1 80
1 1 1 13 0 50
22 1 1 7 1 60
137 2 0 18 0 70
188 2 1 12 0 55
68 1 0 14 0 80
36 1 1 12 1 55
219 1 1 11 1 60
18 1 1 16 1 80
163 2 0 19 1 40
72 1 1 6 1 80
87 1 1 17 0 80
236 1 0 11 0 60
223 2 1 5 1 80
86 1 1 3 0 70
30 1 1 9 1 50
13 1 1 16 0 55
218 1 1 11 0 45
40 1 1 23 0 60
133 2 1 21 0 40
214 1 0 17 0 40
169 2 0 18 0 80
71 1 0 19 1 60
189 1 1 4 1 75
70 1 1 11 0 65
53 1 1 16 0 65
58 1 1 20 1 60
221 1 0 11 0 40
259 2 0 17 1 50
201 1 1 4 0 20
11 1 0 5 1 80
27 1 0 18 1 45
109 2 0 17 0 80
3 1 1 8 0 55
227 1 1 17 0 55
54 1 1 21 0 50
238 2 0 17 1 45
16 1 1 12 1 60
258 2 1 11 0 55
173 2 0 14 1 70
61 1 1 6 1 70
187 2 0 16 0 40
50 1 1 18 0 65
2 1 1 9 1 55
146 2 1 6 1 50
234 1 1 8 1 60
263 2 0 17 0 65
205 1 0 5 1 60
179 2 0 21 1 80
186 2 0 21 0 100
164 2 1 10 0 55
184 2 0 7 0 40
100 1 1 23 0 70
264 1 1 3 0 40
126 2 0 18 0 110
6 1 1 22 0 55
162 2 1 8 1 70
121 2 0 18 0 70
99 1 1 16 0 70
82 1 1 8 1 60
67 1 1 12 0 60
176 2 1 4 1 70
195 1 0 14 1 75
131 2 0 11 0 70
55 1 1 5 0 65
198 1 1 11 0 45
97 1 0 15 1 75
64 1 1 16 0 65
84 1 1 12 1 55
101 1 1 5 1 80
217 1 1 14 0 55
4 1 1 6 0 30
10 1 1 12 1 65
26 1 1 8 1 65
193 2 0 17 1 65
21 1 1 20 1 80
224 1 1 17 1 50
41 1 1 17 1 60
62 1 1 14 0 60
132 2 0 20 0 70
207 1 0 4 1 40
65 1 1 8 1 40
