ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
51 1 1 5 0 35
62 1 1 14 0 60
99 1 1 16 0 70
227 1 1 17 0 55
92 1 0 5 1 65
31 1 0 19 0 60
19 1 1 16 0 80
84 1 1 12 1 55
103 2 1 22 1 60
73 1 0 13 0 80
1 1 1 13 0 50
76 1 1 8 0 70
119 2 0 21 0 65
71 1 0 19 1 60
7 1 1 14 1 65
207 1 0 4 1 40
93 1 1 5 0 65
214 1 0 17 0 40
131 2 0 11 0 70
33 1 1 9 0 65
143 2 0 33 0 80
110 2 1 14 0 50
41 1 1 17 1 60
96 1 1 6 0 50
240 1 1 5 1 55
254 1 0 15 0 50
238 2 0 17 1 45
106 2 1 14 0 55
221 1 0 11 0 40
98 1 1 7 0 45
197 1 1 5 1 55
216 1 1 6 1 70
224 1 1 17 1 50
183 2 1 8 1 40
123 2 0 19 1 100
15 1 1 7 1 60
126 2 0 18 0 110
30 1 1 9 1 50
163 2 0 19 1 40
50 1 1 18 0 65
82 1 1 8 1 60
198 1 1 11 0 45
153 2 1 9 0 45
89 1 1 21 0 35
170 2 1 3 1 70
228 1 1 6 1 50
206 1 1 7 1 40
165 2 0 34 1 80
236 1 0 11 0 60
200 1 1 14 1 40
264 1 1 3 0 40
28 1 1 12 1 55
162 2 1 8 1 70
72 1 1 6 1 80
235 1 1 4 1 55
158 2 0 10 1 60
70 1 1 11 0 65
54 1 1 21 0 50
81 1 1 9 0 65
137 2 0 18 0 70
177 2 0 3 1 40
195 1 0 14 1 75
95 1 0 17 0 80
192 1 1 11 0 60
178 2 0 32 0 80
256 2 1 9 0 90
61 1 1 6 1 70
156 2 0 11 0 60
223 2 1 5 1 80
233 1 0 3 0 55
129 2 0 20 0 70
239 1 0 3 0 40
90 1 0 13 0 50
21 1 1 20 1 80
65 1 1 8 1 40
133 2 1 21 0 40
86 1 1 3 0 70
69 1 0 18 0 75
67 1 1 12 0 60
160 2 1 5 0 40
263 2 0 17 0 65
201 1 1 4 0 20
222 1 0 5 1 60
40 1 1 23 0 60
219 1 1 11 1 60
205 1 0 5 1 60
66 1 1 6 1 60
58 1 1 20 1 60
104 2 0 22 0 50
46 1 1 16 1 60
24 1 1 9 0 55
186 2 0 21 0 100
150 2 1 5 0 40
250 1 1 4 0 40
52 1 1 15 0 30
258 2 1 11 0 55
226 1 0 9 1 80
79 1 0 16 0 45
23 1 1 11 1 60
36 1 1 12 1 55
189 1 1 4 1 75
187 2 0 16 0 40
34 1 0 18 0 60
74 1 1 21 0 50
245 1 1 5 1 60
100 1 1 23 0 70
252 1 1 6 1 60
229 1 1 7 0 50
85 1 1 7 0 40
68 1 0 14 0 80
27 1 0 18 1 45
87 1 1 17 0 80
80 1 0 11 1 60
173 2 0 14 1 70
43 1 1 19 0 65
55 1 1 5 0 65
210 1 1 18 0 65
243 1 0 3 1 50
101 1 1 5 1 80
14 1 1 19 0 70
215 1 0 7 1 50
169 2 0 18 0 80
262 2 1 17 0 80
132 2 0 20 0 70
181 2 1 7 0 100
164 2 1 10 0 55
259 2 0 17 1 50
22 1 1 7 1 60
16 1 1 12 1 60
193 2 0 17 1 65
2 1 1 9 1 55
194 1 0 10 1 50
217 1 1 14 0 55
188 2 1 12 0 55
38 1 1 18 0 55
176 2 1 4 1 70
3 1 1 8 0 55
255 1 0 10 1 60
184 2 0 7 0 40
253 1 1 10 0 70
105 2 0 5 0 50
209 1 1 4 1 50
146 2 1 6 1 50
102 1 1 15 0 65
88 1 1 16 1 70
44 1 0 18 0 70
121 2 0 18 0 70
257 1 1 6 0 50
251 1 1 5 1 60
10 1 1 12 1 65
