ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
104 2 0 22 0 50
249 2 0 12 1 80
175 2 1 7 1 60
79 1 0 16 0 45
52 1 1 15 0 30
74 1 1 21 0 50
195 1 0 14 1 75
253 1 1 10 0 70
236 1 0 11 0 60
187 2 0 16 0 40
72 1 1 6 1 80
4 1 1 6 0 30
28 1 1 12 1 55
1 1 1 13 0 50
183 2 1 8 1 40
26 1 1 8 1 65
6 1 1 22 0 55
18 1 1 16 1 80
34 1 0 18 0 60
194 1 0 10 1 50
89 1 1 21 0 35
70 1 1 11 0 65
223 2 1 5 1 80
103 2 1 22 1 60
207 1 0 4 1 40
64 1 1 16 0 65
201 1 1 4 0 20
256 2 1 9 0 90
106 2 1 14 0 55
259 2 0 17 1 50
54 1 1 21 0 50
156 2 0 11 0 60
161 2 0 18 1 80
192 1 1 11 0 60
2 1 1 9 1 55
38 1 1 18 0 55
71 1 0 19 1 60
118 2 0 17 0 70
50 1 1 18 0 65
169 2 0 18 0 80
188 2 1 12 0 55
98 1 1 7 0 45
13 1 1 16 0 55
5 1 1 8 1 65
234 1 1 8 1 60
86 1 1 3 0 70
53 1 1 16 0 65
36 1 1 12 1 55
81 1 1 9 0 65
206 1 1 7 1 40
94 1 1 15 0 80
23 1 1 11 1 60
113 2 1 4 1 60
215 1 0 7 1 50
262 2 1 17 0 80
200 1 1 14 1 40
22 1 1 7 1 60
258 2 1 11 0 55
69 1 0 18 0 75
87 1 1 17 0 80
255 1 0 10 1 60
222 1 0 5 1 60
219 1 1 11 1 60
238 2 0 17 1 45
164 2 1 10 0 55
165 2 0 34 1 80
66 1 1 6 1 60
58 1 1 20 1 60
109 2 0 17 0 80
251 1 1 5 1 60
134 2 1 7 1 70
153 2 1 9 0 45
24 1 1 9 0 55
263 2 0 17 0 65
43 1 1 19 0 65
97 1 0 15 1 75
68 1 0 14 0 80
245 1 1 5 1 60
233 1 0 3 0 55
227 1 1 17 0 55
193 2 0 17 1 65
121 2 0 18 0 70
132 2 0 20 0 70
163 2 0 19 1 40
179 2 0 21 1 80
82 1 1 8 1 60
40 1 1 23 0 60
105 2 0 5 0 50
45 1 1 16 0 60
76 1 1 8 0 70
31 1 0 19 0 60
7 1 1 14 1 65
218 1 1 11 0 45
110 2 1 14 0 50
181 2 1 7 0 100
250 1 1 4 0 40
61 1 1 6 1 70
19 1 1 16 0 80
216 1 1 6 1 70
100 1 1 23 0 70
16 1 1 12 1 60
51 1 1 5 0 35
162 2 1 8 1 70
158 2 0 10 1 60
217 1 1 14 0 55
65 1 1 8 1 40
243 1 0 3 1 50
214 1 0 17 0 40
137 2 0 18 0 70
84 1 1 12 1 55
92 1 0 5 1 65
224 1 1 17 1 50
33 1 1 9 0 65
235 1 1 4 1 55
264 1 1 3 0 40
240 1 1 5 1 55
99 1 1 16 0 70
80 1 0 11 1 60
67 1 1 12 0 60
239 1 0 3 0 40
198 1 1 11 0 45
254 1 0 15 0 50
186 2 0 21 0 100
143 2 0 33 0 80
44 1 0 18 0 70
189 1 1 4 1 75
252 1 1 6 1 60
208 1 0 6 1 65
41 1 1 17 1 60
205 1 0 5 1 60
209 1 1 4 1 50
129 2 0 20 0 70
102 1 1 15 0 65
229 1 1 7 0 50
131 2 0 11 0 70
197 1 1 5 1 55
11 1 0 5 1 80
10 1 1 12 1 65
21 1 1 20 1 80
101 1 1 5 1 80
178 2 0 32 0 80
176 2 1 4 1 70
55 1 1 5 0 65
225 1 1 3 0 45
57 1 1 18 1 70
126 2 0 18 0 110
133 2 1 21 0 40
46 1 1 16 1 60
173 2 0 14 1 70
93 1 1 5 0 65
