ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
2 1 1 9 1 55
183 2 1 8 1 40
218 1 1 11 0 45
86 1 1 3 0 70
36 1 1 12 1 55
156 2 0 11 0 60
153 2 1 9 0 45
236 1 0 11 0 60
200 1 1 14 1 40
211 1 1 6 0 55
137 2 0 18 0 70
94 1 1 15 0 80
6 1 1 22 0 55
255 1 0 10 1 60
240 1 1 5 1 55
233 1 0 3 0 55
210 1 1 18 0 65
87 1 1 17 0 80
24 1 1 9 0 55
214 1 0 17 0 40
186 2 0 21 0 100
101 1 1 5 1 80
257 1 1 6 0 50
252 1 1 6 1 60
164 2 1 10 0 55
32 1 1 20 0 80
10 1 1 12 1 65
27 1 0 18 1 45
195 1 0 14 1 75
99 1 1 16 0 70
58 1 1 20 1 60
89 1 1 21 0 35
143 2 0 33 0 80
187 2 0 16 0 40
1 1 1 13 0 50
169 2 0 18 0 80
64 1 1 16 0 65
192 1 1 11 0 60
250 1 1 4 0 40
21 1 1 20 1 80
158 2 0 10 1 60
61 1 1 6 1 70
254 1 0 15 0 50
129 2 0 20 0 70
162 2 1 8 1 70
177 2 0 3 1 40
3 1 1 8 0 55
70 1 1 11 0 65
5 1 1 8 1 65
90 1 0 13 0 50
173 2 0 14 1 70
262 2 1 17 0 80
13 1 1 16 0 55
73 1 0 13 0 80
23 1 1 11 1 60
53 1 1 16 0 65
84 1 1 12 1 55
33 1 1 9 0 65
181 2 1 7 0 100
188 2 1 12 0 55
189 1 1 4 1 75
81 1 1 9 0 65
69 1 0 18 0 75
102 1 1 15 0 65
179 2 0 21 1 80
118 2 0 17 0 70
66 1 1 6 1 60
119 2 0 21 0 65
193 2 0 17 1 65
79 1 0 16 0 45
106 2 1 14 0 55
105 2 0 5 0 50
251 1 1 5 1 60
223 2 1 5 1 80
150 2 1 5 0 40
15 1 1 7 1 60
235 1 1 4 1 55
178 2 0 32 0 80
54 1 1 21 0 50
217 1 1 14 0 55
71 1 0 19 1 60
121 2 0 18 0 70
96 1 1 6 0 50
28 1 1 12 1 55
50 1 1 18 0 65
239 1 0 3 0 40
258 2 1 11 0 55
163 2 0 19 1 40
22 1 1 7 1 60
40 1 1 23 0 60
207 1 0 4 1 40
65 1 1 8 1 40
113 2 1 4 1 60
30 1 1 9 1 50
245 1 1 5 1 60
227 1 1 17 0 55
104 2 0 22 0 50
219 1 1 11 1 60
18 1 1 16 1 80
253 1 1 10 0 70
176 2 1 4 1 70
216 1 1 6 1 70
161 2 0 18 1 80
31 1 0 19 0 60
132 2 0 20 0 70
109 2 0 17 0 80
229 1 1 7 0 50
249 2 0 12 1 80
256 2 1 9 0 90
74 1 1 21 0 50
52 1 1 15 0 30
98 1 1 7 0 45
263 2 0 17 0 65
7 1 1 14 1 65
198 1 1 11 0 45
160 2 1 5 0 40
201 1 1 4 0 20
46 1 1 16 1 60
85 1 1 7 0 40
97 1 0 15 1 75
208 1 0 6 1 65
11 1 0 5 1 80
43 1 1 19 0 65
206 1 1 7 1 40
14 1 1 19 0 70
19 1 1 16 0 80
222 1 0 5 1 60
221 1 0 11 0 40
131 2 0 11 0 70
215 1 0 7 1 50
226 1 0 9 1 80
123 2 0 19 1 100
209 1 1 4 1 50
57 1 1 18 1 70
165 2 0 34 1 80
92 1 0 5 1 65
16 1 1 12 1 60
224 1 1 17 1 50
110 2 1 14 0 50
38 1 1 18 0 55
103 2 1 22 1 60
194 1 0 10 1 50
100 1 1 23 0 70
184 2 0 7 0 40
45 1 1 16 0 60
34 1 0 18 0 60
243 1 0 3 1 50
93 1 1 5 0 65
170 2 1 3 1 70
259 2 0 17 1 50
